g10,g100,dal,,,0.000000
g10,g101,dal,,,0.000000
g10,g102,dal,,,0.000000
g10,g103,dal,,,0.000000
g10,g104,dal,,,0.000000
g10,g105,dal,,,0.000000
g10,g106,dal,,,0.000000
g10,g107,dal,,,0.000000
g10,g108,dal,,,0.000000
g10,g109,dal,,,0.000000
g10,g11,dal,,,0.000000
g10,g110,dal,,,0.000000
g10,g111,dal,,,0.000000
g10,g112,dal,,,0.000000
g10,g12,dal,,,0.000000
g10,g13,dal,,,0.000000
g10,g14,dal,,,0.000000
g10,g15,dal,,,0.000000
g10,g16,dal,,,0.000000
g10,g17,dal,32,789499528,123.103000
g10,g18,dal,32,2224856020,364.398000
g10,g19,dal,,,0.000000
g10,g20,dal,,,0.000000
g10,g21,dal,6,1355413,0.199000
g10,g22,dal,,,0.000000
g10,g23,dal,,,0.000000
g10,g24,dal,,,0.000000
g10,g25,dal,,,0.000000
g10,g26,dal,,,0.000000
g10,g27,dal,,,0.000000
g10,g28,dal,,,0.000000
g10,g29,dal,,,0.000000
g10,g30,dal,,,0.000000
g10,g31,dal,,,0.000000
g10,g32,dal,3,1303541,0.389000
g10,g33,dal,,,0.000000
g10,g34,dal,,,0.000000
g10,g35,dal,,,0.000000
g10,g36,dal,,,0.000000
g10,g37,dal,,,0.000000
g10,g38,dal,,,0.000000
g10,g39,dal,,,0.000000
g10,g40,dal,,,0.000000
g10,g41,dal,34,1880031221,399.042000
g10,g42,dal,,,0.000000
g10,g43,dal,,,0.000000
g10,g44,dal,,,0.000000
g10,g45,dal,,,0.000000
g10,g46,dal,,,0.000000
g10,g47,dal,,,0.000000
g10,g48,dal,,,0.000000
g10,g49,dal,,,0.000000
g10,g50,dal,,,0.000000
g10,g51,dal,,,0.000000
g10,g52,dal,,,0.000000
g10,g53,dal,,,0.000000
g10,g54,dal,,,0.000000
g10,g55,dal,,,0.000000
g10,g56,dal,,,0.000000
g10,g57,dal,,,0.000000
g10,g58,dal,,,0.000000
g10,g59,dal,,,0.000000
g10,g60,dal,,,0.000000
g10,g61,dal,,,0.000000
g10,g62,dal,,,0.000000
g10,g63,dal,,,0.000000
g10,g64,dal,,,0.000000
g10,g65,dal,,,0.000000
g10,g66,dal,,,0.000000
g10,g67,dal,,,0.000000
g10,g68,dal,,,0.000000
g10,g69,dal,,,0.000000
g10,g70,dal,,,0.000000
g10,g71,dal,,,0.000000
g10,g72,dal,,,0.000000
g10,g73,dal,,,0.000000
g10,g74,dal,,,0.000000
g10,g75,dal,,,0.000000
g10,g76,dal,,,0.000000
g10,g77,dal,,,0.000000
g10,g78,dal,,,0.000000
g10,g79,dal,,,0.000000
g10,g80,dal,,,0.000000
g10,g81,dal,,,0.000000
g10,g82,dal,,,0.000000
g10,g83,dal,,,0.000000
g10,g84,dal,,,0.000000
g10,g85,dal,,,0.000000
g10,g86,dal,,,0.000000
g10,g87,dal,,,0.000000
g10,g88,dal,,,0.000000
g10,g89,dal,,,0.000000
g10,g90,dal,,,0.000000
g10,g91,dal,,,0.000000
g10,g92,dal,,,0.000000
g10,g93,dal,,,0.000000
g10,g94,dal,,,0.000000
g10,g95,dal,,,0.000000
g10,g96,dal,,,0.000000
g10,g97,dal,,,0.000000
g10,g98,dal,,,0.000000
g10,g99,dal,,,0.000000
g100,g101,dal,,,0.000000
g100,g102,dal,,,0.000000
g100,g103,dal,,,0.000000
g100,g104,dal,,,0.000000
g100,g105,dal,,,0.000000
g100,g106,dal,,,0.000000
g100,g107,dal,,,0.000000
g100,g108,dal,,,0.000000
g100,g109,dal,,,0.000000
g100,g110,dal,,,0.000000
g100,g111,dal,,,0.000000
g100,g112,dal,,,0.000000
g101,g102,dal,,,0.000000
g101,g103,dal,,,0.000000
g101,g104,dal,,,0.000000
g101,g105,dal,,,0.000000
g101,g106,dal,,,0.000000
g101,g107,dal,,,0.000000
g101,g108,dal,,,0.000000
g101,g109,dal,,,0.000000
g101,g110,dal,,,0.000000
g101,g111,dal,,,0.000000
g101,g112,dal,,,0.000000
g102,g103,dal,,,0.000000
g102,g104,dal,,,0.000000
g102,g105,dal,,,0.000000
g102,g106,dal,,,0.000000
g102,g107,dal,,,0.000000
g102,g108,dal,,,0.000000
g102,g109,dal,,,0.000000
g102,g110,dal,,,0.000000
g102,g111,dal,,,0.000000
g102,g112,dal,,,0.000000
g103,g104,dal,,,0.000000
g103,g105,dal,,,0.000000
g103,g106,dal,,,0.000000
g103,g107,dal,,,0.000000
g103,g108,dal,,,0.000000
g103,g109,dal,,,0.000000
g103,g110,dal,,,0.000000
g103,g111,dal,,,0.000000
g103,g112,dal,,,0.000000
g104,g105,dal,,,0.000000
g104,g106,dal,,,0.000000
g104,g107,dal,,,0.000000
g104,g108,dal,,,0.000000
g104,g109,dal,,,0.000000
g104,g110,dal,,,0.000000
g104,g111,dal,,,0.000000
g104,g112,dal,,,0.000000
g105,g106,dal,,,0.000000
g105,g107,dal,,,0.000000
g105,g108,dal,,,0.000000
g105,g109,dal,,,0.000000
g105,g110,dal,,,0.000000
g105,g111,dal,,,0.000000
g105,g112,dal,,,0.000000
g106,g107,dal,,,0.000000
g106,g108,dal,,,0.000000
g106,g109,dal,,,0.000000
g106,g110,dal,,,0.000000
g106,g111,dal,4493,15051,0.644000
g106,g112,dal,,,0.000000
g107,g108,dal,,,0.000000
g107,g109,dal,,,0.000000
g107,g110,dal,,,0.000000
g107,g111,dal,,,0.000000
g107,g112,dal,,,0.000000
g108,g109,dal,,,0.000000
g108,g110,dal,,,0.000000
g108,g111,dal,,,0.000000
g108,g112,dal,,,0.000000
g109,g110,dal,,,0.000000
g109,g111,dal,,,0.000000
g109,g112,dal,,,0.000000
g11,g100,dal,,,0.000000
g11,g101,dal,,,0.000000
g11,g102,dal,,,0.000000
g11,g103,dal,,,0.000000
g11,g104,dal,,,0.000000
g11,g105,dal,,,0.000000
g11,g106,dal,,,0.000000
g11,g107,dal,,,0.000000
g11,g108,dal,,,0.000000
g11,g109,dal,,,0.000000
g11,g110,dal,,,0.000000
g11,g111,dal,,,0.000000
g11,g112,dal,,,0.000000
g11,g12,dal,,,0.000000
g11,g13,dal,,,0.000000
g11,g14,dal,,,0.000000
g11,g15,dal,,,0.000000
g11,g16,dal,,,0.000000
g11,g17,dal,28,1736640783,327.452000
g11,g18,dal,,,0.000000
g11,g19,dal,,,0.000000
g11,g20,dal,,,0.000000
g11,g21,dal,4,23604830,2.233000
g11,g22,dal,,,0.000000
g11,g23,dal,,,0.000000
g11,g24,dal,,,0.000000
g11,g25,dal,,,0.000000
g11,g26,dal,,,0.000000
g11,g27,dal,,,0.000000
g11,g28,dal,,,0.000000
g11,g29,dal,,,0.000000
g11,g30,dal,,,0.000000
g11,g31,dal,,,0.000000
g11,g32,dal,2,784041,0.269000
g11,g33,dal,,,0.000000
g11,g34,dal,,,0.000000
g11,g35,dal,,,0.000000
g11,g36,dal,,,0.000000
g11,g37,dal,,,0.000000
g11,g38,dal,,,0.000000
g11,g39,dal,,,0.000000
g11,g40,dal,,,0.000000
g11,g41,dal,,,0.000000
g11,g42,dal,,,0.000000
g11,g43,dal,,,0.000000
g11,g44,dal,,,0.000000
g11,g45,dal,,,0.000000
g11,g46,dal,,,0.000000
g11,g47,dal,,,0.000000
g11,g48,dal,,,0.000000
g11,g49,dal,,,0.000000
g11,g50,dal,,,0.000000
g11,g51,dal,,,0.000000
g11,g52,dal,,,0.000000
g11,g53,dal,,,0.000000
g11,g54,dal,,,0.000000
g11,g55,dal,,,0.000000
g11,g56,dal,,,0.000000
g11,g57,dal,,,0.000000
g11,g58,dal,,,0.000000
g11,g59,dal,,,0.000000
g11,g60,dal,,,0.000000
g11,g61,dal,,,0.000000
g11,g62,dal,,,0.000000
g11,g63,dal,,,0.000000
g11,g64,dal,,,0.000000
g11,g65,dal,,,0.000000
g11,g66,dal,,,0.000000
g11,g67,dal,,,0.000000
g11,g68,dal,,,0.000000
g11,g69,dal,,,0.000000
g11,g70,dal,,,0.000000
g11,g71,dal,,,0.000000
g11,g72,dal,,,0.000000
g11,g73,dal,,,0.000000
g11,g74,dal,,,0.000000
g11,g75,dal,,,0.000000
g11,g76,dal,,,0.000000
g11,g77,dal,,,0.000000
g11,g78,dal,42,3481187,1.708000
g11,g79,dal,,,0.000000
g11,g80,dal,,,0.000000
g11,g81,dal,,,0.000000
g11,g82,dal,,,0.000000
g11,g83,dal,,,0.000000
g11,g84,dal,42,306232126,221.909000
g11,g85,dal,,,0.000000
g11,g86,dal,,,0.000000
g11,g87,dal,,,0.000000
g11,g88,dal,,,0.000000
g11,g89,dal,,,0.000000
g11,g90,dal,,,0.000000
g11,g91,dal,,,0.000000
g11,g92,dal,,,0.000000
g11,g93,dal,,,0.000000
g11,g94,dal,,,0.000000
g11,g95,dal,,,0.000000
g11,g96,dal,,,0.000000
g11,g97,dal,,,0.000000
g11,g98,dal,,,0.000000
g11,g99,dal,,,0.000000
g110,g111,dal,,,0.000000
g110,g112,dal,,,0.000000
g111,g112,dal,,,0.000000
g12,g100,dal,,,0.000000
g12,g101,dal,,,0.000000
g12,g102,dal,,,0.000000
g12,g103,dal,,,0.000000
g12,g104,dal,,,0.000000
g12,g105,dal,,,0.000000
g12,g106,dal,,,0.000000
g12,g107,dal,,,0.000000
g12,g108,dal,,,0.000000
g12,g109,dal,,,0.000000
g12,g110,dal,,,0.000000
g12,g111,dal,,,0.000000
g12,g112,dal,,,0.000000
g12,g13,dal,,,0.000000
g12,g14,dal,,,0.000000
g12,g15,dal,,,0.000000
g12,g16,dal,,,0.000000
g12,g17,dal,,,0.000000
g12,g18,dal,33,48175748,7.052000
g12,g19,dal,33,439095721,71.624000
g12,g20,dal,,,0.000000
g12,g21,dal,4,395851430,32.770000
g12,g22,dal,,,0.000000
g12,g23,dal,,,0.000000
g12,g24,dal,33,14007445,2.833000
g12,g25,dal,33,921144129,168.071000
g12,g26,dal,,,0.000000
g12,g27,dal,,,0.000000
g12,g28,dal,33,26305374,6.163000
g12,g29,dal,,,0.000000
g12,g30,dal,,,0.000000
g12,g31,dal,,,0.000000
g12,g32,dal,2,1784647,0.538000
g12,g33,dal,,,0.000000
g12,g34,dal,33,46826269,9.426000
g12,g35,dal,,,0.000000
g12,g36,dal,,,0.000000
g12,g37,dal,,,0.000000
g12,g38,dal,,,0.000000
g12,g39,dal,,,0.000000
g12,g40,dal,,,0.000000
g12,g41,dal,33,267263946,61.029000
g12,g42,dal,,,0.000000
g12,g43,dal,,,0.000000
g12,g44,dal,,,0.000000
g12,g45,dal,,,0.000000
g12,g46,dal,,,0.000000
g12,g47,dal,,,0.000000
g12,g48,dal,,,0.000000
g12,g49,dal,,,0.000000
g12,g50,dal,,,0.000000
g12,g51,dal,,,0.000000
g12,g52,dal,,,0.000000
g12,g53,dal,,,0.000000
g12,g54,dal,,,0.000000
g12,g55,dal,35,2437635564,583.914000
g12,g56,dal,,,0.000000
g12,g57,dal,33,1545027406,831.400000
g12,g58,dal,,,0.000000
g12,g59,dal,,,0.000000
g12,g60,dal,,,0.000000
g12,g61,dal,,,0.000000
g12,g62,dal,,,0.000000
g12,g63,dal,,,0.000000
g12,g64,dal,,,0.000000
g12,g65,dal,,,0.000000
g12,g66,dal,,,0.000000
g12,g67,dal,,,0.000000
g12,g68,dal,,,0.000000
g12,g69,dal,33,705567748,293.666000
g12,g70,dal,33,3849593013,992.024000
g12,g71,dal,,,0.000000
g12,g72,dal,,,0.000000
g12,g73,dal,,,0.000000
g12,g74,dal,,,0.000000
g12,g75,dal,,,0.000000
g12,g76,dal,,,0.000000
g12,g77,dal,,,0.000000
g12,g78,dal,,,0.000000
g12,g79,dal,,,0.000000
g12,g80,dal,33,22691553,36.606000
g12,g81,dal,,,0.000000
g12,g82,dal,,,0.000000
g12,g83,dal,,,0.000000
g12,g84,dal,,,0.000000
g12,g85,dal,,,0.000000
g12,g86,dal,,,0.000000
g12,g87,dal,,,0.000000
g12,g88,dal,,,0.000000
g12,g89,dal,,,0.000000
g12,g90,dal,,,0.000000
g12,g91,dal,,,0.000000
g12,g92,dal,,,0.000000
g12,g93,dal,,,0.000000
g12,g94,dal,,,0.000000
g12,g95,dal,,,0.000000
g12,g96,dal,,,0.000000
g12,g97,dal,,,0.000000
g12,g98,dal,,,0.000000
g12,g99,dal,,,0.000000
g13,g100,dal,,,0.000000
g13,g101,dal,,,0.000000
g13,g102,dal,,,0.000000
g13,g103,dal,,,0.000000
g13,g104,dal,,,0.000000
g13,g105,dal,,,0.000000
g13,g106,dal,,,0.000000
g13,g107,dal,,,0.000000
g13,g108,dal,,,0.000000
g13,g109,dal,,,0.000000
g13,g110,dal,,,0.000000
g13,g111,dal,,,0.000000
g13,g112,dal,,,0.000000
g13,g14,dal,,,0.000000
g13,g15,dal,49,2352365720,115.727000
g13,g16,dal,,,0.000000
g13,g17,dal,,,0.000000
g13,g18,dal,,,0.000000
g13,g19,dal,,,0.000000
g13,g20,dal,,,0.000000
g13,g21,dal,10,3836566,1.232000
g13,g22,dal,,,0.000000
g13,g23,dal,,,0.000000
g13,g24,dal,40,700280,0.186000
g13,g25,dal,,,0.000000
g13,g26,dal,,,0.000000
g13,g27,dal,,,0.000000
g13,g28,dal,,,0.000000
g13,g29,dal,,,0.000000
g13,g30,dal,,,0.000000
g13,g31,dal,,,0.000000
g13,g32,dal,9,540735,0.207000
g13,g33,dal,,,0.000000
g13,g34,dal,,,0.000000
g13,g35,dal,41,1041783,0.338000
g13,g36,dal,41,6060405,2.353000
g13,g37,dal,,,0.000000
g13,g38,dal,,,0.000000
g13,g39,dal,40,272038449,48.969000
g13,g40,dal,,,0.000000
g13,g41,dal,41,2469696,1.080000
g13,g42,dal,,,0.000000
g13,g43,dal,,,0.000000
g13,g44,dal,,,0.000000
g13,g45,dal,,,0.000000
g13,g46,dal,,,0.000000
g13,g47,dal,,,0.000000
g13,g48,dal,,,0.000000
g13,g49,dal,,,0.000000
g13,g50,dal,,,0.000000
g13,g51,dal,,,0.000000
g13,g52,dal,,,0.000000
g13,g53,dal,,,0.000000
g13,g54,dal,,,0.000000
g13,g55,dal,,,0.000000
g13,g56,dal,,,0.000000
g13,g57,dal,,,0.000000
g13,g58,dal,,,0.000000
g13,g59,dal,,,0.000000
