,,ref_size,ref_size,ref_size,ref_size,ref_size,unified_size,unified_size,unified_size,unified_size,unified_size
algo,,dal,dsb,ll,mcsplit,rl,dal,dsb,ll,mcsplit,rl
instance_a,instance_b,,,,,,,,,,
092.txt,108.txt,486.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
092.txt,109.txt,1062.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
092.txt,111.txt,2238.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0
092.txt,112.txt,472.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
092.txt,116.txt,1720.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
092.txt,120.txt,205.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
092.txt,121.txt,129.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
092.txt,122.txt,361.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
092.txt,123.txt,361.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
092.txt,125.txt,337.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0
092.txt,126.txt,234.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
092.txt,137.txt,1170.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
092.txt,139.txt,457.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
092.txt,140.txt,457.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
092.txt,143.txt,2508.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
092.txt,144.txt,328.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
092.txt,145.txt,409.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
092.txt,146.txt,1035.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
092.txt,147.txt,610.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
092.txt,148.txt,117.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
092.txt,149.txt,1890.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
092.txt,151.txt,1470.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
092.txt,152.txt,1823.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
092.txt,153.txt,2172.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
092.txt,156.txt,95.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0
092.txt,157.txt,262.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0
092.txt,158.txt,262.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0
092.txt,159.txt,262.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0
092.txt,160.txt,1204.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
092.txt,161.txt,2229.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
092.txt,162.txt,1818.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
092.txt,163.txt,1123.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
092.txt,164.txt,2682.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
092.txt,165.txt,1492.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
092.txt,166.txt,153.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
092.txt,167.txt,404.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
092.txt,168.txt,161.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0
092.txt,169.txt,868.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
092.txt,170.txt,288.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
092.txt,171.txt,419.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
092.txt,172.txt,3524.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
092.txt,173.txt,249.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
092.txt,176.txt,1542.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
092.txt,177.txt,1947.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
092.txt,192.txt,707.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
092.txt,196.txt,1161.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
093.txt,094.txt,174.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0
093.txt,099.txt,6092.0,,,,,21.0,16.0,16.0,16.0,16.0
093.txt,100.txt,2094.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
093.txt,101.txt,3484.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
093.txt,107.txt,5490495988.0,,,,,34.0,33.0,33.0,33.0,33.0
093.txt,108.txt,14981.0,,,,,24.0,21.0,21.0,21.0,21.0
093.txt,111.txt,20526015.0,,,,,28.0,25.0,25.0,25.0,25.0
093.txt,112.txt,152538.0,19.0,19.0,19.0,19.0,20.0,19.0,19.0,19.0,19.0
093.txt,116.txt,2697895.0,17.0,17.0,17.0,17.0,18.0,17.0,17.0,17.0,17.0
093.txt,120.txt,1127.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
093.txt,121.txt,1489.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
093.txt,125.txt,563.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
093.txt,126.txt,2893197.0,,,,,28.0,28.0,28.0,28.0,28.0
093.txt,143.txt,77192028.0,,,,,35.0,32.0,32.0,32.0,32.0
093.txt,145.txt,572.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
093.txt,148.txt,4742.0,,,,,15.0,13.0,13.0,13.0,13.0
093.txt,156.txt,167.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
093.txt,157.txt,297.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
093.txt,158.txt,297.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
093.txt,159.txt,297.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
093.txt,163.txt,2540049.0,,,,,39.0,37.0,37.0,37.0,37.0
093.txt,166.txt,250.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
093.txt,167.txt,32134.0,17.0,17.0,17.0,17.0,18.0,17.0,17.0,17.0,17.0
093.txt,168.txt,467.0,,,,,15.0,11.0,11.0,11.0,11.0
093.txt,169.txt,20085211.0,,,,,33.0,31.0,31.0,31.0,31.0
093.txt,170.txt,5463.0,23.0,23.0,23.0,23.0,24.0,23.0,23.0,23.0,23.0
093.txt,171.txt,11562350.0,,,,,33.0,31.0,31.0,31.0,31.0
093.txt,192.txt,41400941.0,,,,,26.0,25.0,25.0,25.0,25.0
093.txt,196.txt,8250008.0,,,,,23.0,20.0,20.0,20.0,20.0
094.txt,099.txt,5965.0,,,,,21.0,15.0,15.0,15.0,15.0
094.txt,100.txt,2159.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
094.txt,101.txt,2943.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
094.txt,108.txt,18660.0,,,,,24.0,21.0,21.0,21.0,21.0
094.txt,111.txt,20386444.0,,,,,28.0,25.0,25.0,25.0,25.0
094.txt,112.txt,738354.0,19.0,19.0,19.0,19.0,20.0,19.0,19.0,19.0,19.0
094.txt,116.txt,2541571.0,17.0,17.0,17.0,17.0,18.0,17.0,17.0,17.0,17.0
094.txt,120.txt,1117.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
094.txt,121.txt,1503.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
094.txt,125.txt,669.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0
094.txt,126.txt,9825672.0,,,,,28.0,28.0,28.0,28.0,28.0
094.txt,143.txt,62474769.0,,,,,35.0,32.0,32.0,32.0,32.0
094.txt,145.txt,572.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
094.txt,148.txt,5902.0,,,,,15.0,13.0,13.0,13.0,13.0
094.txt,156.txt,166.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
094.txt,157.txt,308.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
094.txt,158.txt,308.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
094.txt,159.txt,308.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
094.txt,163.txt,3064826.0,,,,,39.0,37.0,37.0,37.0,37.0
094.txt,166.txt,247.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
094.txt,167.txt,27830.0,17.0,17.0,17.0,17.0,18.0,17.0,17.0,17.0,17.0
094.txt,168.txt,464.0,,,,,15.0,11.0,11.0,11.0,11.0
094.txt,169.txt,28485555.0,,,,,33.0,31.0,31.0,31.0,31.0
094.txt,170.txt,7448.0,22.0,22.0,22.0,22.0,24.0,22.0,22.0,22.0,22.0
094.txt,171.txt,10982127.0,,,,,33.0,31.0,31.0,31.0,31.0
094.txt,192.txt,45874539.0,,,,,26.0,25.0,25.0,25.0,25.0
094.txt,196.txt,19422610.0,,,,,23.0,20.0,20.0,20.0,20.0
095.txt,096.txt,246.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0
095.txt,097.txt,246.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0
095.txt,099.txt,8394.0,17.0,,17.0,,19.0,17.0,17.0,17.0,17.0
095.txt,100.txt,958.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
095.txt,101.txt,984.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
095.txt,107.txt,367653117.0,,,,,33.0,31.0,31.0,31.0,31.0
095.txt,108.txt,83074.0,,,,,22.0,20.0,20.0,20.0,20.0
095.txt,111.txt,28030869.0,,,,,27.0,25.0,25.0,25.0,25.0
095.txt,112.txt,384051.0,,,,,19.0,17.0,17.0,17.0,17.0
095.txt,116.txt,3530316.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
095.txt,120.txt,1253.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
095.txt,121.txt,3789.0,13.0,13.0,13.0,13.0,14.0,13.0,13.0,13.0,13.0
095.txt,125.txt,208.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
095.txt,126.txt,1900991.0,,,,,28.0,26.0,26.0,26.0,26.0
095.txt,143.txt,365298130.0,,,,,33.0,31.0,31.0,31.0,31.0
095.txt,145.txt,401.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
095.txt,148.txt,1965.0,,,,,15.0,14.0,14.0,14.0,14.0
095.txt,156.txt,608.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
095.txt,157.txt,647.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
095.txt,158.txt,647.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
095.txt,159.txt,647.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
095.txt,163.txt,15942937.0,,,,,38.0,35.0,35.0,35.0,35.0
095.txt,166.txt,143.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
095.txt,167.txt,320720.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
095.txt,168.txt,599.0,13.0,13.0,13.0,13.0,14.0,13.0,13.0,13.0,13.0
095.txt,169.txt,47797473.0,,,,,33.0,31.0,31.0,31.0,31.0
095.txt,170.txt,103131.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
095.txt,171.txt,2931508.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
095.txt,192.txt,35725005.0,,,,,25.0,23.0,23.0,23.0,23.0
095.txt,196.txt,12120805.0,,,,,22.0,20.0,20.0,20.0,20.0
096.txt,097.txt,158.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
096.txt,099.txt,9075.0,17.0,,17.0,,19.0,17.0,17.0,17.0,17.0
096.txt,100.txt,1001.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
096.txt,101.txt,675.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
096.txt,107.txt,204001410.0,,,,,34.0,31.0,31.0,31.0,31.0
096.txt,108.txt,149215.0,,,,,22.0,20.0,20.0,20.0,20.0
096.txt,111.txt,30516066.0,,,,,28.0,25.0,25.0,25.0,25.0
096.txt,112.txt,576162.0,,,,,19.0,17.0,17.0,17.0,17.0
096.txt,116.txt,4603477.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
096.txt,120.txt,259.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
096.txt,121.txt,1511.0,13.0,13.0,13.0,13.0,14.0,13.0,13.0,13.0,13.0
096.txt,125.txt,203.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
096.txt,126.txt,802784.0,,,,,28.0,26.0,26.0,26.0,26.0
096.txt,143.txt,373804479.0,,,,,33.0,31.0,31.0,31.0,31.0
096.txt,145.txt,392.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
096.txt,148.txt,850.0,,,,,15.0,14.0,14.0,14.0,14.0
096.txt,156.txt,761.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
096.txt,157.txt,909.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
096.txt,158.txt,909.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
096.txt,159.txt,909.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
096.txt,163.txt,6917451.0,,,,,38.0,35.0,35.0,35.0,35.0
096.txt,166.txt,144.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
096.txt,167.txt,64918.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
096.txt,168.txt,736.0,13.0,13.0,13.0,13.0,14.0,13.0,13.0,13.0,13.0
096.txt,169.txt,28634132.0,,,,,33.0,31.0,31.0,31.0,31.0
096.txt,170.txt,128962.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
096.txt,171.txt,1903506.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
096.txt,192.txt,51069702.0,,,,,25.0,23.0,23.0,23.0,23.0
096.txt,196.txt,8148387.0,,,,,22.0,20.0,20.0,20.0,20.0
097.txt,099.txt,9075.0,17.0,,17.0,,19.0,17.0,17.0,17.0,17.0
097.txt,100.txt,1001.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
097.txt,101.txt,675.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
097.txt,107.txt,204001410.0,,,,,34.0,31.0,31.0,31.0,31.0
097.txt,108.txt,149215.0,,,,,22.0,20.0,20.0,20.0,20.0
097.txt,111.txt,30516066.0,,,,,28.0,25.0,25.0,25.0,25.0
097.txt,112.txt,576162.0,,,,,19.0,17.0,17.0,17.0,17.0
097.txt,116.txt,4603477.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
097.txt,120.txt,259.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
097.txt,121.txt,1511.0,13.0,13.0,13.0,13.0,14.0,13.0,13.0,13.0,13.0
097.txt,125.txt,203.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
097.txt,126.txt,802784.0,,,,,28.0,26.0,26.0,26.0,26.0
097.txt,143.txt,373804479.0,,,,,33.0,31.0,31.0,31.0,31.0
097.txt,145.txt,392.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
097.txt,148.txt,850.0,,,,,15.0,14.0,14.0,14.0,14.0
097.txt,156.txt,761.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
097.txt,157.txt,909.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
097.txt,158.txt,909.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
097.txt,159.txt,909.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
097.txt,163.txt,6917451.0,,,,,38.0,35.0,35.0,35.0,35.0
097.txt,166.txt,144.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
097.txt,167.txt,64918.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
097.txt,168.txt,736.0,13.0,13.0,13.0,13.0,14.0,13.0,13.0,13.0,13.0
097.txt,169.txt,28634132.0,,,,,33.0,31.0,31.0,31.0,31.0
097.txt,170.txt,128962.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
097.txt,171.txt,1903506.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
097.txt,192.txt,51069702.0,,,,,25.0,23.0,23.0,23.0,23.0
097.txt,196.txt,8148387.0,,,,,22.0,20.0,20.0,20.0,20.0
099.txt,100.txt,18991.0,12.0,12.0,12.0,12.0,14.0,12.0,12.0,12.0,12.0
099.txt,101.txt,4053.0,14.0,14.0,14.0,14.0,16.0,14.0,14.0,14.0,14.0
099.txt,102.txt,33259.0,16.0,16.0,16.0,16.0,20.0,16.0,16.0,16.0,16.0
099.txt,103.txt,269.0,16.0,16.0,16.0,16.0,21.0,16.0,16.0,16.0,16.0
099.txt,105.txt,9289.0,17.0,17.0,17.0,17.0,21.0,17.0,17.0,17.0,17.0
099.txt,106.txt,55632.0,19.0,19.0,19.0,19.0,20.0,19.0,19.0,19.0,19.0
099.txt,107.txt,4260.0,17.0,17.0,17.0,17.0,19.0,17.0,17.0,17.0,17.0
099.txt,108.txt,5367.0,15.0,15.0,15.0,15.0,19.0,15.0,15.0,15.0,15.0
099.txt,109.txt,82380.0,16.0,16.0,16.0,16.0,21.0,16.0,16.0,16.0,16.0
099.txt,111.txt,74719.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
099.txt,112.txt,209921.0,15.0,15.0,15.0,15.0,17.0,15.0,15.0,15.0,15.0
099.txt,116.txt,3476785.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
099.txt,120.txt,618.0,9.0,9.0,9.0,9.0,11.0,9.0,9.0,9.0,9.0
099.txt,121.txt,15476.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
099.txt,122.txt,23690.0,16.0,16.0,16.0,16.0,20.0,16.0,16.0,16.0,16.0
099.txt,123.txt,23690.0,16.0,16.0,16.0,16.0,20.0,16.0,16.0,16.0,16.0
099.txt,125.txt,178.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
099.txt,126.txt,11432.0,14.0,14.0,14.0,14.0,19.0,14.0,14.0,14.0,14.0
099.txt,137.txt,15358.0,16.0,16.0,16.0,16.0,19.0,16.0,16.0,16.0,16.0
099.txt,139.txt,4826.0,17.0,17.0,17.0,17.0,20.0,17.0,17.0,17.0,17.0
099.txt,140.txt,4826.0,17.0,17.0,17.0,17.0,20.0,17.0,17.0,17.0,17.0
099.txt,143.txt,10421.0,14.0,14.0,14.0,14.0,19.0,14.0,14.0,14.0,14.0
099.txt,144.txt,5447.0,19.0,19.0,19.0,19.0,21.0,19.0,19.0,19.0,19.0
099.txt,145.txt,5046.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
099.txt,146.txt,26589.0,18.0,18.0,18.0,18.0,19.0,18.0,18.0,18.0,18.0
099.txt,147.txt,9729.0,17.0,17.0,17.0,17.0,20.0,17.0,17.0,17.0,17.0
099.txt,148.txt,34932.0,13.0,13.0,13.0,13.0,14.0,13.0,13.0,13.0,13.0
099.txt,149.txt,69941.0,18.0,18.0,18.0,18.0,19.0,18.0,18.0,18.0,18.0
099.txt,151.txt,29454.0,16.0,16.0,16.0,16.0,20.0,16.0,16.0,16.0,16.0
099.txt,152.txt,1436056.0,,,,,21.0,,,,
099.txt,153.txt,239910.0,,,,,21.0,,,,
099.txt,156.txt,43.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
099.txt,157.txt,54.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
099.txt,158.txt,54.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
099.txt,159.txt,54.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
099.txt,160.txt,10499.0,18.0,18.0,18.0,18.0,19.0,18.0,18.0,18.0,18.0
099.txt,161.txt,274582.0,18.0,18.0,18.0,18.0,19.0,18.0,18.0,18.0,18.0
099.txt,162.txt,157299.0,18.0,18.0,18.0,18.0,20.0,18.0,18.0,18.0,18.0
099.txt,163.txt,14171.0,16.0,16.0,16.0,16.0,19.0,16.0,16.0,16.0,16.0
099.txt,164.txt,29006.0,17.0,17.0,17.0,17.0,20.0,17.0,17.0,17.0,17.0
099.txt,165.txt,69977.0,17.0,17.0,17.0,17.0,20.0,17.0,17.0,17.0,17.0
099.txt,166.txt,1708.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
099.txt,167.txt,190822.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
099.txt,168.txt,711.0,12.0,12.0,12.0,12.0,14.0,12.0,12.0,12.0,12.0
099.txt,169.txt,36349.0,17.0,17.0,17.0,17.0,19.0,17.0,17.0,17.0,17.0
099.txt,170.txt,4049.0,16.0,16.0,16.0,16.0,18.0,16.0,16.0,16.0,16.0
099.txt,171.txt,2138.0,17.0,17.0,17.0,17.0,19.0,17.0,17.0,17.0,17.0
099.txt,172.txt,154358.0,15.0,15.0,15.0,15.0,19.0,15.0,15.0,15.0,15.0
099.txt,173.txt,64047.0,16.0,16.0,16.0,16.0,20.0,16.0,16.0,16.0,16.0
099.txt,176.txt,106218.0,15.0,15.0,15.0,15.0,19.0,15.0,15.0,15.0,15.0
099.txt,177.txt,482608.0,16.0,16.0,16.0,16.0,19.0,16.0,16.0,16.0,16.0
099.txt,192.txt,48011.0,15.0,15.0,15.0,15.0,18.0,15.0,15.0,15.0,15.0
099.txt,196.txt,33270.0,16.0,16.0,16.0,16.0,18.0,16.0,16.0,16.0,16.0
100.txt,101.txt,22388.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
100.txt,102.txt,5315.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
100.txt,103.txt,34421.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
100.txt,105.txt,3482.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
100.txt,106.txt,3919.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
100.txt,107.txt,566.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
100.txt,108.txt,44359.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
100.txt,109.txt,7483.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
100.txt,111.txt,619.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
100.txt,112.txt,4304.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
100.txt,116.txt,12694.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
100.txt,120.txt,909.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
100.txt,121.txt,1652.0,12.0,12.0,12.0,12.0,13.0,12.0,12.0,12.0,12.0
100.txt,122.txt,4817.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
100.txt,123.txt,4817.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
100.txt,125.txt,238.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0
100.txt,126.txt,505.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
100.txt,137.txt,790.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
100.txt,139.txt,66016.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
100.txt,140.txt,66016.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
100.txt,143.txt,645.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
100.txt,144.txt,1757.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
100.txt,145.txt,4110.0,12.0,12.0,12.0,12.0,13.0,12.0,12.0,12.0,12.0
100.txt,146.txt,2900.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
100.txt,147.txt,66502.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
100.txt,148.txt,11601.0,11.0,11.0,11.0,11.0,13.0,11.0,11.0,11.0,11.0
100.txt,149.txt,1460.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
100.txt,151.txt,5843.0,14.0,14.0,14.0,14.0,16.0,14.0,14.0,14.0,14.0
100.txt,152.txt,22320.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
100.txt,153.txt,57881.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
100.txt,156.txt,139.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
100.txt,157.txt,181.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
100.txt,158.txt,181.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
100.txt,159.txt,181.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
100.txt,160.txt,991.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
100.txt,161.txt,12501.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
100.txt,162.txt,9815.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
100.txt,163.txt,1133.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
100.txt,164.txt,15915.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
100.txt,165.txt,7876.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
100.txt,166.txt,434.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
100.txt,167.txt,6675.0,13.0,13.0,13.0,13.0,14.0,13.0,13.0,13.0,13.0
100.txt,168.txt,3244.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0
100.txt,169.txt,9431.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
100.txt,170.txt,273.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
100.txt,171.txt,399.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
