instance_a, instance_b, algo, unified_size, unified_edges, unified_nodes, unified_time, unified_aborted, unified_nodes_to_best, unified_time_to_best,unified_cut_branches, unified_bound_pruned, unified_sym_pruned, ref_size, ref_nodes, ref_time, match
g11,g101,symsplit,24,20,15688529852,1000.02,1,10266150233,661.876,12709780742,12709780742,13,,,,MISSING_DATA
g11,g102,symsplit,25,17,16340358308,1000.02,1,25,3.40E-05,13674771270,13674771270,7,,,,MISSING_DATA
g11,g103,symsplit,25,20,10679895717,1000.02,1,25,3.69E-05,9603819441,9603819441,4,,,,MISSING_DATA
g11,g104,symsplit,27,31,12366119683,1000.03,1,5034475788,405.502,10153413679,10153413679,133614500,,,,MISSING_DATA
g11,g105,symsplit,27,31,13418061887,1000.03,1,7843598888,550.572,10924552391,10924552391,125167722,,,,MISSING_DATA
g11,g106,symsplit,25,33,5621242955,1000.05,1,12560,0.000822142,4164441399,4164441399,13103844,,,,MISSING_DATA
g11,g107,symsplit,27,27,12418114732,1000.04,1,1258694428,138.085,9977106003,9977106003,21970499,,,,MISSING_DATA
g11,g108,symsplit,28,35,11121726760,1000.04,1,2872754737,241.34,9483681844,9483681844,14495857,,,,MISSING_DATA
g11,g109,symsplit,31,40,10247505558,1000.03,1,1057515658,84.7432,7189630306,7189630306,158,,,,MISSING_DATA
g11,g110,symsplit,36,73,4865448103,1000.04,1,163895333,30.4264,3516279744,3516279744,865,,,,MISSING_DATA
g11,g111,symsplit,25,33,4694101605,1000.07,1,12560,0.000812739,3478315215,3478315215,23218713,,,,MISSING_DATA
g11,g112,symsplit,27,30,3664728319,1000.05,1,729621,0.201017,3441392016,3441392016,1194843155,,,,MISSING_DATA
g11,g12,symsplit,27,24,4399635557,474.48,0,3067639379,330.05,3523104458,3523104458,1328473623,27,4399635557,461.864,PASS
g11,g13,symsplit,25,10,14448053115,1000.02,1,1811620031,113.27,10674523068,10674523068,6290761334,,,,MISSING_DATA
g11,g14,symsplit,25,10,10918328260,1000.01,1,1626031834,117.622,8189733322,8189733322,5586733736,,,,MISSING_DATA
g11,g15,symsplit,26,16,14824168492,1000.01,1,6080908225,385.257,11069210053,11069210053,7194962447,,,,MISSING_DATA
g11,g16,symsplit,25,28,10064838018,1000.01,1,429514591,42.867,7370678652,7370678652,32535147,,,,MISSING_DATA
g11,g17,symsplit,28,37,13408808679,1000.02,1,85856010,6.16922,10921855123,10921855123,25132286,,,,MISSING_DATA
g11,g18,symsplit,28,34,13389974929,1000.02,1,6428332,0.52546,10906365272,10906365272,18193821,,,,MISSING_DATA
g11,g19,symsplit,30,36,8610657570,1000.02,1,260995767,30.9134,5835840989,5835840989,25347102,,,,MISSING_DATA
g11,g20,symsplit,16,24,6785604660,1000.01,1,1483257049,204.155,4559366070,4559366070,83946,,,,MISSING_DATA
g11,g21,symsplit,4,3,24803427,1.49718,0,4,3.41E-06,19816821,19816821,48,4,24803427,1.37624,PASS
g11,g22,symsplit,26,25,13221348380,1000.01,1,6512103121,478.442,10544281708,10544281708,515941563,,,,MISSING_DATA
g11,g23,symsplit,24,13,15435147593,1000.02,1,654247409,57.8678,10451122346,10451122346,14404166175,,,,MISSING_DATA
g11,g24,symsplit,25,12,5539765586,1000.02,1,146192017,23.1495,4103758096,4103758096,7462918024,,,,MISSING_DATA
g11,g25,symsplit,25,10,1438423784,334.663,0,293375231,78.7619,1075360635,1075360635,4981209252,25,1438423784,328.272,PASS
g11,g26,symsplit,25,16,10294661484,1000.01,1,3265181,0.361651,8068701064,8068701064,8761718298,,,,MISSING_DATA
g11,g27,symsplit,25,17,12734984154,1000.01,1,8828613434,704.827,9371070433,9371070433,6730526032,,,,MISSING_DATA
g11,g28,symsplit,29,31,779714739,111.429,0,80885553,8.50165,584583854,584583854,654396305,29,779714739,114.763,PASS
g11,g29,symsplit,26,32,6185080972,1000.01,1,411180940,62.675,4006655062,4006655062,3296519,,,,MISSING_DATA
g11,g30,symsplit,26,38,6217097418,1000.02,1,149491131,22.1247,4029711473,4029711473,3297793,,,,MISSING_DATA
g11,g31,symsplit,26,39,6207581176,1000.02,1,4829388355,766.719,4015806250,4015806250,2792100,,,,MISSING_DATA
g11,g32,symsplit,2,1,229,0.00113288,0,2,2.84E-06,114,114,11115,2,229,0.00109788,PASS
g11,g33,symsplit,26,27,14015126693,1000.01,1,2998673231,203.479,11138037222,11138037222,9534142,,,,MISSING_DATA
g11,g34,symsplit,29,37,9770621230,1000.01,1,2879968335,315.383,7184841939,7184841939,2581779,,,,MISSING_DATA
g11,g35,symsplit,29,28,8397335169,1000.01,1,1354085643,130.935,6368207561,6368207561,99056819,,,,MISSING_DATA
g11,g36,symsplit,29,32,10491493425,1000.02,1,2071706025,186.183,7914250817,7914250817,3076594,,,,MISSING_DATA
g11,g37,symsplit,28,32,9410138298,1000.02,1,276238467,28.2265,7633030534,7633030534,24608192,,,,MISSING_DATA
g11,g38,symsplit,24,15,662462543,637.99,0,154056830,123.763,451465485,451465485,8381272847,24,662462543,644.949,PASS
g11,g39,symsplit,25,22,12902887918,1000.01,1,2765057076,196.737,10569285444,10569285444,492812,,,,MISSING_DATA
g11,g40,symsplit,8,9,16759462537,1000.02,1,9,8.46E-06,13414587982,13414587982,57033881,,,,MISSING_DATA
g11,g41,symsplit,26,25,12342247388,1000.02,1,1543628359,102.827,10011796052,10011796052,6625952,,,,MISSING_DATA
g11,g42,symsplit,26,21,11442958979,1000.02,1,9876385028,854.409,9268469414,9268469414,1133301335,,,,MISSING_DATA
