instance_a, instance_b, algo, unified_size, unified_edges, unified_nodes, unified_time, unified_aborted, unified_nodes_to_best, unified_time_to_best,unified_cut_branches, unified_bound_pruned, unified_sym_pruned, ref_size, ref_nodes, ref_time, match
g10,g64,mcsplit,31,38,16774235513,1000.02,1,14280806925,785.311,13596267647,13596267647,0,,,0,MISSING_DATA
g10,g65,mcsplit,32,43,3481118613,1000.01,1,3247866946,922.271,2860075003,2860075003,0,,,0,MISSING_DATA
g10,g66,mcsplit,31,37,4513620463,1000.02,1,259029092,53.4392,3546068852,3546068852,0,,,0,MISSING_DATA
g10,g67,mcsplit,27,25,3223235079,1000.01,1,22898338,1.91733,2753516037,2753516037,0,,,0,MISSING_DATA
g10,g68,mcsplit,37,64,4033852409,1000.02,1,5163,0.00137919,2669882415,2669882415,0,,,0,MISSING_DATA
g10,g69,mcsplit,33,42,3114378467,1000.02,1,12993333,3.63953,2353172998,2353172998,0,,,0,MISSING_DATA
g10,g70,mcsplit,32,41,1886030157,1000.02,1,41706732,21.6303,1543416977,1543416977,0,,,0,MISSING_DATA
g10,g71,mcsplit,33,43,3431904194,1000.01,1,107752504,32.3863,2536356092,2536356092,0,,,0,MISSING_DATA
g10,g72,mcsplit,25,22,1463458445,1000.02,1,392343,0.27434,1447227193,1447227193,0,,,0,MISSING_DATA
g10,g73,mcsplit,28,33,2524574764,1000.02,1,255847707,100.936,2358137833,2358137833,0,,,0,MISSING_DATA
g10,g74,mcsplit,22,18,2451767091,1000.01,1,23,2.20E-05,2443225606,2443225606,0,,,0,MISSING_DATA
g10,g75,mcsplit,25,23,2817707510,1000.02,1,7398,0.00220158,2681808430,2681808430,0,,,0,MISSING_DATA
g10,g76,mcsplit,18,10,5010744804,1000.01,1,35715288,7.27267,4928651286,4928651286,0,,,0,MISSING_DATA
g10,g77,mcsplit,12,0,2975747494,1000.02,1,13,1.27E-05,2963348752,2963348752,0,,,0,MISSING_DATA
g10,g78,mcsplit,31,45,3328337334,1000.01,1,95046724,30.5471,2701609085,2701609085,0,,,0,MISSING_DATA
g10,g79,mcsplit,32,43,2452240433,1000.02,1,33,3.97E-05,2055371156,2055371156,0,,,0,MISSING_DATA
g10,g80,mcsplit,29,33,842952374,1000.02,1,17473563,22.8112,770179874,770179874,0,,,0,MISSING_DATA
g10,g81,mcsplit,29,35,1547422533,1000.02,1,315132711,154.057,1338768334,1338768334,0,,,0,MISSING_DATA
g10,g82,mcsplit,29,35,1587050425,1000.02,1,315132711,150.118,1372675708,1372675708,0,,,0,MISSING_DATA
g10,g83,mcsplit,31,39,2181443427,1000.02,1,43977620,13.2843,1593871739,1593871739,0,,,0,MISSING_DATA
g10,g84,mcsplit,29,38,13892888328,1000.03,1,347095579,40.9987,13152750223,13152750223,0,,,0,MISSING_DATA
g10,g85,mcsplit,27,26,994853962,1000.03,1,251178,0.133934,844589256,844589256,0,,,0,MISSING_DATA
g10,g86,mcsplit,27,26,992886964,1000.02,1,250408,0.132836,844372626,844372626,0,,,0,MISSING_DATA
g10,g87,mcsplit,30,36,1792746923,1000.02,1,61338240,17.5219,1462544466,1462544466,0,,,0,MISSING_DATA
g10,g88,mcsplit,32,42,2097041737,1000.01,1,682845,0.274486,1723773034,1723773034,0,,,0,MISSING_DATA
g10,g89,mcsplit,28,27,1936065780,1000.02,1,1007777,0.474086,1398183803,1398183803,0,,,0,MISSING_DATA
g10,g90,mcsplit,32,43,1540697651,1000.02,1,1474578691,957.136,1138705110,1138705110,0,,,0,MISSING_DATA
g10,g91,mcsplit,32,40,1165994292,1000.02,1,47934868,39.0491,946747314,946747314,0,,,0,MISSING_DATA
g10,g92,mcsplit,34,47,959555697,1000.02,1,56268,0.0490187,771074187,771074187,0,,,0,MISSING_DATA
g10,g93,mcsplit,38,65,4576252997,1000.03,1,2695538399,527.425,3416100159,3416100159,0,,,0,MISSING_DATA
g10,g94,mcsplit,31,39,885459767,1000.02,1,14727,0.0105203,735967231,735967231,0,,,0,MISSING_DATA
g10,g95,mcsplit,30,37,484491549,1000.03,1,220628,0.380307,428971761,428971761,0,,,0,MISSING_DATA
g10,g96,mcsplit,31,39,584795341,1000.02,1,238671764,389.245,494619537,494619537,0,,,0,MISSING_DATA
g10,g97,mcsplit,31,38,624686025,1000.03,1,198363621,299.795,500903112,500903112,0,,,0,MISSING_DATA
g10,g98,mcsplit,30,34,676445706,1000.02,1,333708,0.293235,537388379,537388379,0,,,0,MISSING_DATA
g10,g99,mcsplit,30,34,684031811,1000.03,1,381400,0.334431,542089380,542089380,0,,,0,MISSING_DATA
g100,g101,mcsplit,755,429,7398981728,1000.68,1,9935,0.00901969,4908581413,4908581413,0,,,0,MISSING_DATA
g100,g102,mcsplit,636,377,7297733315,1000.58,1,869,0.00239541,4510188650,4510188650,0,,,0,MISSING_DATA
g100,g103,mcsplit,503,280,5337778036,1000.4,1,2154,0.00307358,3385230939,3385230939,0,,,0,MISSING_DATA
g100,g104,mcsplit,1288,683,1475404320,1002.66,1,1289,0.00512878,1472373471,1472373471,0,,,0,MISSING_DATA
g100,g105,mcsplit,1296,696,1478833306,1002.48,1,1297,0.0051506,1475795408,1475795408,0,,,0,MISSING_DATA
g100,g106,mcsplit,1436,910,1797952483,1004.12,1,120370182,67.7097,1737215450,1737215450,0,,,0,MISSING_DATA
g100,g107,mcsplit,1417,884,546702219,1007.78,1,76799,0.132907,541398663,541398663,0,,,0,MISSING_DATA
g100,g108,mcsplit,1412,876,600947538,1006.52,1,104416,0.186947,580961603,580961603,0,,,0,MISSING_DATA
g100,g109,mcsplit,1704,1382,5041405523,1009.16,1,416195,0.199044,3696100230,3696100230,0,,,0,MISSING_DATA
g100,g110,mcsplit,1292,649,26746480797,1003.76,1,82370,0.0449726,18612158360,18612158360,0,,,0,MISSING_DATA
g100,g111,mcsplit,1464,958,448974721,1010.34,1,113874,0.36694,412430220,412430220,0,,,0,MISSING_DATA
g100,g112,mcsplit,1497,1001,1120716067,1007.48,1,243045,0.268137,1019229407,1019229407,0,,,0,MISSING_DATA
g101,g102,mcsplit,834,804,4916427368,1000.04,1,4767621545,967.165,2698408715,2698408715,0,,,0,MISSING_DATA
g101,g103,mcsplit,648,651,4142075005,1000.05,1,734336939,174.361,2098380211,2098380211,0,,,0,MISSING_DATA
g101,g104,mcsplit,905,821,463266291,1000.35,1,66442612,158.62,339395423,339395423,0,,,0,MISSING_DATA
g101,g105,mcsplit,881,796,827152285,1000.18,1,173785,0.358556,625265306,625265306,0,,,0,MISSING_DATA
g101,g106,mcsplit,921,856,868193914,1000.08,1,305340,1.32801,706216087,706216087,0,,,0,MISSING_DATA
g101,g107,mcsplit,908,837,938812516,1000.09,1,819874633,873.262,644449838,644449838,0,,,0,MISSING_DATA
g101,g108,mcsplit,918,858,647782995,1000.13,1,260765498,413.306,429548802,429548802,0,,,0,MISSING_DATA
g101,g109,mcsplit,983,953,665583957,1000.14,1,832825,8.7332,468974551,468974551,0,,,0,MISSING_DATA
g101,g110,mcsplit,982,954,1842624705,1000.11,1,144281,0.1665,1519030446,1519030446,0,,,0,MISSING_DATA
g101,g111,mcsplit,921,856,576728868,1000.12,1,681537,4.60499,470463673,470463673,0,,,0,MISSING_DATA
g101,g112,mcsplit,931,859,462122950,1000.16,1,410031842,897.547,376872811,376872811,0,,,0,MISSING_DATA
g102,g103,mcsplit,639,654,8868853982,1000.03,1,7106763133,800.109,4554707921,4554707921,0,,,0,MISSING_DATA
g102,g104,mcsplit,776,712,808751505,1000.08,1,502797072,645.366,580151827,580151827,0,,,0,MISSING_DATA
g102,g105,mcsplit,769,714,517468789,1000.32,1,738334,3.09958,385800171,385800171,0,,,0,MISSING_DATA
g102,g106,mcsplit,799,751,730621772,1000.11,1,272749986,320.463,546361519,546361519,0,,,0,MISSING_DATA
g102,g107,mcsplit,777,721,560579714,1000.16,1,588190,4.6871,486747078,486747078,0,,,0,MISSING_DATA
g102,g108,mcsplit,776,720,597232176,1000.17,1,4321355,13.9938,425438587,425438587,0,,,0,MISSING_DATA
g102,g109,mcsplit,824,804,586330100,1000.14,1,825,0.0106738,459607108,459607108,0,,,0,MISSING_DATA
g102,g110,mcsplit,835,831,1047972563,1000.17,1,20163,0.0640788,895092575,895092575,0,,,0,MISSING_DATA
g102,g111,mcsplit,799,751,494854881,1000.19,1,273344755,498.884,357776221,357776221,0,,,0,MISSING_DATA
g102,g112,mcsplit,753,686,495431072,1000.29,1,2117127,17.764,406583766,406583766,0,,,0,MISSING_DATA
g103,g104,mcsplit,599,562,922796098,1000.04,1,1141997,2.94399,812198766,812198766,0,,,0,MISSING_DATA
g103,g105,mcsplit,605,563,937865117,1000.05,1,787341436,834.859,774716131,774716131,0,,,0,MISSING_DATA
g103,g106,mcsplit,601,579,812759626,1000.07,1,135809829,158.454,587843419,587843419,0,,,0,MISSING_DATA
g103,g107,mcsplit,598,548,722147773,1000.07,1,148331,0.879325,529612699,529612699,0,,,0,MISSING_DATA
g103,g108,mcsplit,588,557,562804286,1000.12,1,3303168,8.43853,464115344,464115344,0,,,0,MISSING_DATA
g103,g109,mcsplit,640,619,631902379,1000.1,1,66526,0.474106,526575914,526575914,0,,,0,MISSING_DATA
g103,g110,mcsplit,644,654,1014336219,1000.11,1,45354,0.231618,905036032,905036032,0,,,0,MISSING_DATA
g103,g111,mcsplit,601,579,577880580,1000.12,1,136119420,227.664,415761092,415761092,0,,,0,MISSING_DATA
g103,g112,mcsplit,577,522,477655804,1000.2,1,3789195,24.9068,359102792,359102792,0,,,0,MISSING_DATA
g104,g105,mcsplit,3055,5597,733107915,1000.15,1,29869701,38.3062,726813419,726813419,0,,,0,MISSING_DATA
g104,g106,mcsplit,1917,1504,24598259632,1000.77,1,1918,0.0105954,16456683694,16456683694,0,,,0,MISSING_DATA
g104,g107,mcsplit,2176,1597,298560192,1002.24,1,50201160,75.7556,286471124,286471124,0,,,0,MISSING_DATA
g104,g108,mcsplit,2227,1699,264167811,1001.22,1,67693508,123.079,249011709,249011709,0,,,0,MISSING_DATA
g104,g109,mcsplit,1899,1242,27350928397,1003.1,1,1900,0.0111549,18301235051,18301235051,0,,,0,MISSING_DATA
g104,g110,mcsplit,1347,1021,8419144624,1000.25,1,103605,0.0809801,7366807254,7366807254,0,,,0,MISSING_DATA
g104,g111,mcsplit,2227,1682,277920966,1000.97,1,101050616,261.36,255407932,255407932,0,,,0,MISSING_DATA
g104,g112,mcsplit,2190,1485,282489903,1002.05,1,156178523,546.441,249960179,249960179,0,,,0,MISSING_DATA
g105,g106,mcsplit,1936,1574,24036912696,1000.79,1,1937,0.0105247,16075339033,16075339033,0,,,0,MISSING_DATA
g105,g107,mcsplit,2254,1771,263266760,1000.91,1,256726302,967.886,251545937,251545937,0,,,0,MISSING_DATA
g105,g108,mcsplit,2269,1768,208445912,1001.18,1,187261003,875.021,201627695,201627695,0,,,0,MISSING_DATA
g105,g109,mcsplit,1911,1282,21831645781,1003.42,1,1912,0.0138967,14611245472,14611245472,0,,,0,MISSING_DATA
g105,g110,mcsplit,1351,1012,6556736463,1000.36,1,298176,0.325568,5900273167,5900273167,0,,,0,MISSING_DATA
g105,g111,mcsplit,2288,1789,279226773,1000.99,1,140941008,371.273,264004308,264004308,0,,,0,MISSING_DATA
g105,g112,mcsplit,2188,1482,210209950,1003.15,1,34119035,53.5286,185602774,185602774,0,,,0,MISSING_DATA
g106,g107,mcsplit,2104,1921,602122356,1002.25,1,52046565,72.4188,600768958,600768958,0,,,0,MISSING_DATA
g106,g108,mcsplit,2401,2712,451358903,1001.39,1,8023673,10.7963,448865688,448865688,0,,,0,MISSING_DATA
g106,g109,mcsplit,2012,1701,29175811928,1000.8,1,2013,0.0176714,19567031071,19567031071,0,,,0,MISSING_DATA
g106,g110,mcsplit,1393,1202,7958121888,1000.24,1,64219,0.0565208,6602042169,6602042169,0,,,0,MISSING_DATA
g106,g111,mcsplit,4493,13619,15051,0.622456,0,4494,0.166177,10558,10558,0,4493,15051,0.418,PASS
g106,g112,mcsplit,2189,1911,516386065,1002.03,1,5938578,5.08174,423513303,423513303,0,,,0,MISSING_DATA
g107,g108,mcsplit,4288,8761,531252427,1000.48,1,10306814,10.6942,511071557,511071557,0,,,0,MISSING_DATA
g107,g109,mcsplit,1964,1600,7578810122,1001,1,2021,0.0144798,6063096455,6063096455,0,,,0,MISSING_DATA
g107,g110,mcsplit,1370,1123,5251254878,1000.2,1,113785,0.129365,4335618456,4335618456,0,,,0,MISSING_DATA
g107,g111,mcsplit,2917,2223,295438527,1001.62,1,142438630,280.193,286348043,286348043,0,,,0,MISSING_DATA
g107,g112,mcsplit,2319,1638,19552477913,1002.42,1,2320,0.0162892,13065504519,13065504519,0,,,0,MISSING_DATA
g108,g109,mcsplit,1985,1647,6533925973,1001.11,1,1995,0.0154665,4895414645,4895414645,0,,,0,MISSING_DATA
g108,g110,mcsplit,1397,1132,4667451298,1000.22,1,118734,0.151639,3954232633,3954232633,0,,,0,MISSING_DATA
g108,g111,mcsplit,3036,2238,204318058,1003.98,1,93340841,205.62,200717680,200717680,0,,,0,MISSING_DATA
g108,g112,mcsplit,2330,1741,10556034284,1004.28,1,2331,0.0170125,7045800608,7045800608,0,,,0,MISSING_DATA
g109,g110,mcsplit,1509,1630,1027769523,1000.18,1,540578038,518.464,553222608,553222608,0,,,0,MISSING_DATA
g109,g111,mcsplit,2051,1821,354133969,1003.79,1,16067,0.0480803,288083501,288083501,0,,,0,MISSING_DATA
g109,g112,mcsplit,2092,2046,618251394,1002.81,1,57645,0.141232,475659587,475659587,0,,,0,MISSING_DATA
g11,g100,mcsplit,17,8,374510717,1000.05,1,52035,0.0995568,358417782,358417782,0,,,0,MISSING_DATA
g11,g101,mcsplit,23,23,975968061,1000.03,1,11485984,11.5514,785808158,785808158,0,,,0,MISSING_DATA
g11,g102,mcsplit,25,17,973576290,1000.03,1,26,6.97E-05,814274926,814274926,0,,,0,MISSING_DATA
g11,g103,mcsplit,25,20,909623220,1000.03,1,26,6.52E-05,819442718,819442718,0,,,0,MISSING_DATA
g11,g104,mcsplit,26,28,637776736,1000.04,1,507391733,809.801,492036906,492036906,0,,,0,MISSING_DATA
g11,g105,mcsplit,26,28,657050967,1000.04,1,56909637,86.4957,526763887,526763887,0,,,0,MISSING_DATA
g11,g106,mcsplit,25,33,472346892,1000.09,1,43000,0.00635185,350406034,350406034,0,,,0,MISSING_DATA
g11,g107,mcsplit,25,30,352545512,1000.08,1,2627484,6.60888,271199976,271199976,0,,,0,MISSING_DATA
g11,g108,mcsplit,27,32,427503338,1000.07,1,35825622,80.9301,357528952,357528952,0,,,0,MISSING_DATA
g11,g109,mcsplit,29,39,463869971,1000.08,1,742167,1.60214,342860356,342860356,0,,,0,MISSING_DATA
g11,g110,mcsplit,36,73,443869061,1000.08,1,163900938,348.526,310066633,310066633,0,,,0,MISSING_DATA
g11,g111,mcsplit,25,33,359553090,1000.13,1,43000,0.00748603,267057097,267057097,0,,,0,MISSING_DATA
g11,g112,mcsplit,27,30,252311614,1000.11,1,2919774,12.179,241114590,241114590,0,,,0,MISSING_DATA
g11,g12,mcsplit,24,27,27465076937,1000.01,1,2642722327,74.7717,23381846891,23381846891,0,,,0,MISSING_DATA
g11,g13,mcsplit,22,7,25073829358,1000.02,1,20080846,0.84493,20341598437,20341598437,0,,,0,MISSING_DATA
g11,g14,mcsplit,22,14,21405774658,1000.02,1,8165061,0.490748,17974757561,17974757561,0,,,0,MISSING_DATA
g11,g15,mcsplit,20,7,17814405135,1000.02,1,629363619,24.0844,15817997927,15817997927,0,,,0,MISSING_DATA
g11,g16,mcsplit,25,28,7882678444,1000.01,1,468634278,57.7989,5770417435,5770417435,0,,,0,MISSING_DATA
g11,g17,mcsplit,28,37,10488004854,1000.02,1,90758538,8.75088,8571589958,8571589958,0,,,0,MISSING_DATA
g11,g18,mcsplit,28,34,10844620577,1000.02,1,6483953,0.625355,8860273599,8860273599,0,,,0,MISSING_DATA
g11,g19,mcsplit,30,36,8319520798,1000.01,1,285013776,33.8184,5700072389,5700072389,0,,,0,MISSING_DATA
g11,g20,mcsplit,16,24,6914969456,1000.02,1,1483404383,199.615,4644048471,4644048471,0,,,0,MISSING_DATA
g11,g21,mcsplit,4,3,24805363,1.2322,0,5,3.41E-06,19818521,19818521,0,4,18248898,0.782,PASS
g11,g22,mcsplit,26,25,12877657093,1000.02,1,8649381773,648.528,10406028611,10406028611,0,,,0,MISSING_DATA
g11,g23,mcsplit,22,11,17331306007,1000.01,1,1686764938,137.873,13523214669,13523214669,0,,,0,MISSING_DATA
g11,g24,mcsplit,23,15,11616355340,1000.02,1,1625260070,141.525,9645667969,9645667969,0,,,0,MISSING_DATA
g11,g25,mcsplit,18,7,8954475529,1000.02,1,2161216778,248.634,8703729825,8703729825,0,,,0,MISSING_DATA
g11,g26,mcsplit,23,16,16996341571,1000.01,1,4967669579,295.81,15133947154,15133947154,0,,,0,MISSING_DATA
g11,g27,mcsplit,23,13,15121991851,1000.01,1,73475362,6.13717,11919824119,11919824119,0,,,0,MISSING_DATA
g11,g28,mcsplit,25,27,10009861905,1000.02,1,50193682,4.98705,8718836155,8718836155,0,,,0,MISSING_DATA
g11,g29,mcsplit,26,32,6342951187,1000.02,1,412507394,61.2458,4110909368,4110909368,0,,,0,MISSING_DATA
g11,g30,mcsplit,26,32,5122744381,1000.01,1,609381620,113.204,3351947150,3351947150,0,,,0,MISSING_DATA
g11,g31,mcsplit,26,39,5034485092,1000.01,1,4837068839,957.734,3249389449,3249389449,0,,,0,MISSING_DATA
g11,g32,mcsplit,2,1,814041,0.194965,0,3,3.57E-06,805901,805901,0,2,744141,0.141,PASS
g11,g33,mcsplit,26,27,7455026820,1000.02,1,3136472907,411.873,5855998370,5855998370,0,,,0,MISSING_DATA
g11,g34,mcsplit,29,37,6473860271,1000.02,1,2885176614,481.861,4817522617,4817522617,0,,,0,MISSING_DATA
g11,g35,mcsplit,29,28,6871334198,1000.02,1,1475091099,186.567,5254928042,5254928042,0,,,0,MISSING_DATA
g11,g36,mcsplit,29,32,8166465551,1000.02,1,2084232459,245.742,6171515153,6171515153,0,,,0,MISSING_DATA
g11,g37,mcsplit,28,32,7766401067,1000.01,1,318673689,37.9132,6371523287,6371523287,0,,,0,MISSING_DATA
g11,g38,mcsplit,18,14,8399357064,1000.02,1,19,1.10E-05,8263954825,8263954825,0,,,0,MISSING_DATA
g11,g39,mcsplit,25,22,8826047631,1000.01,1,2797529703,301.564,7150115206,7150115206,0,,,0,MISSING_DATA
g11,g40,mcsplit,8,9,21045016697,1000.02,1,10,6.87E-06,16925971920,16925971920,0,,,0,MISSING_DATA
g11,g41,mcsplit,26,25,7730566003,1000.02,1,1604312712,185.657,6195933976,6195933976,0,,,0,MISSING_DATA
g11,g42,mcsplit,25,20,6879459105,1000.02,1,6329817555,918.457,5762891890,5762891890,0,,,0,MISSING_DATA
g11,g43,mcsplit,25,24,8825441364,1000.01,1,6459802183,735.827,7274975149,7274975149,0,,,0,MISSING_DATA
g11,g44,mcsplit,29,35,6837538676,1000.01,1,3735843555,536.101,5141810252,5141810252,0,,,0,MISSING_DATA
g11,g45,mcsplit,29,37,6429839915,1000.02,1,1081819048,156.117,4896869388,4896869388,0,,,0,MISSING_DATA
