instance_a, instance_b, algo, unified_size, unified_edges, unified_nodes, unified_time, unified_aborted, unified_nodes_to_best, unified_time_to_best,unified_cut_branches, unified_bound_pruned, unified_sym_pruned
mcs30_b03m_s35.A05,mcs30_b03m_s35.B05,rrsplit_nomax,27,21,9606384,2.71801,0,6061940,1.6916,23827967,23827967,48
mcs30_b03m_s35.A06,mcs30_b03m_s35.B06,rrsplit_nomax,28,19,3259628,0.757354,0,3022896,0.693308,6664642,6664642,84594
mcs30_b03m_s35.A07,mcs30_b03m_s35.B07,rrsplit_nomax,27,22,2498245,0.657168,0,447491,0.1006,5475114,5475114,95140
mcs30_b03m_s35.A08,mcs30_b03m_s35.B08,rrsplit_nomax,27,22,1413280,0.390358,0,615180,0.160729,3321004,3321004,292980
mcs30_b03m_s35.A09,mcs30_b03m_s35.B09,rrsplit_nomax,27,20,4414052,1.12368,0,3564768,0.898261,10601178,10601178,168182
mcs30_b03m_s40.A00,mcs30_b03m_s40.B00,rrsplit_nomax,32,25,6948439,2.07948,0,6086651,1.79549,18571446,18571446,132
mcs30_b03m_s40.A01,mcs30_b03m_s40.B01,rrsplit_nomax,31,25,50866687,13.8137,0,19937414,5.04083,117621490,117621490,86
mcs30_b03m_s40.A02,mcs30_b03m_s40.B02,rrsplit_nomax,31,28,18879453,5.69812,0,1144980,0.303693,46985806,46985806,483722
mcs30_b03m_s40.A03,mcs30_b03m_s40.B03,rrsplit_nomax,32,26,10866949,3.1635,0,10369594,3.00982,29356009,29356009,104
mcs30_b03m_s40.A04,mcs30_b03m_s40.B04,rrsplit_nomax,31,24,29499409,7.92172,0,11002163,2.81928,67885404,67885404,88
mcs30_b03m_s40.A05,mcs30_b03m_s40.B05,rrsplit_nomax,31,28,37077088,10.8186,0,8730083,2.16399,85863110,85863110,92
mcs30_b03m_s40.A06,mcs30_b03m_s40.B06,rrsplit_nomax,31,26,27842582,7.44668,0,4566414,1.18737,57326306,57326306,73
mcs30_b03m_s40.A07,mcs30_b03m_s40.B07,rrsplit_nomax,31,25,38237787,11.874,0,29145082,8.85632,102336026,102336026,1087925
mcs30_b03m_s40.A08,mcs30_b03m_s40.B08,rrsplit_nomax,31,29,21389159,6.66092,0,4231941,1.23577,55070864,55070864,94
mcs30_b03m_s40.A09,mcs30_b03m_s40.B09,rrsplit_nomax,31,23,24993316,6.63677,0,13462424,3.46495,61691993,61691993,2760182
mcs30_b03m_s50.A00,mcs30_b03m_s50.B00,rrsplit_nomax,39,30,804156276,277.255,0,271916531,88.8316,2349295323,2349295323,165
mcs30_b03m_s50.A01,mcs30_b03m_s50.B01,rrsplit_nomax,40,33,1781120519,556.111,0,1713389548,536.633,4463405085,4463405085,153
mcs30_b03m_s50.A02,mcs30_b03m_s50.B02,rrsplit_nomax,39,32,896502911,284.918,0,216889371,71.0527,2252151475,2252151475,13977932
mcs30_b03m_s50.A03,mcs30_b03m_s50.B03,rrsplit_nomax,39,28,1772809715,556.258,0,451964121,122.639,4667363205,4667363205,130
mcs30_b03m_s50.A04,mcs30_b03m_s50.B04,rrsplit_nomax,39,32,1674570247,532.43,0,177235564,57.262,4248201752,4248201752,14995423
mcs30_b03m_s50.A05,mcs30_b03m_s50.B05,rrsplit_nomax,40,33,728819856,208.562,0,536703867,149.901,1808191664,1808191664,3765681
mcs30_b03m_s50.A06,mcs30_b03m_s50.B06,rrsplit_nomax,39,26,948161622,275.252,0,486620791,114.812,2926760440,2926760440,147928074
mcs30_b03m_s50.A07,mcs30_b03m_s50.B07,rrsplit_nomax,39,31,1056209617,353.423,0,878749915,294.148,2777331614,2777331614,81442770
mcs30_b03m_s50.A08,mcs30_b03m_s50.B08,rrsplit_nomax,38,31,3538500370,1000.01,1,396028448,105.892,7965032881,7965032881,138
mcs30_b03m_s50.A09,mcs30_b03m_s50.B09,rrsplit_nomax,39,31,1015413895,362.294,0,480177221,161.306,3144696998,3144696998,121588289
mcs30_b03m_s60.A00,mcs30_b03m_s60.B00,rrsplit_nomax,47,39,3288806789,1000.01,1,3117563803,942.839,7813321995,7813321995,576204084
mcs30_b03m_s60.A01,mcs30_b03m_s60.B01,rrsplit_nomax,46,37,3269113154,1000.01,1,1375430705,387.256,7619132354,7619132354,18099999
mcs30_b03m_s60.A02,mcs30_b03m_s60.B02,rrsplit_nomax,44,30,6135718262,1000.02,1,5914985530,919.372,16410854727,16410854727,2920018397
mcs30_b03m_s60.A03,mcs30_b03m_s60.B03,rrsplit_nomax,45,35,3331767200,1000.02,1,944490325,276.218,8036225807,8036225807,136
mcs30_b03m_s60.A04,mcs30_b03m_s60.B04,rrsplit_nomax,47,38,3053558643,1000.02,1,942973891,301.038,7420871897,7420871897,108555958
mcs30_b03m_s60.A05,mcs30_b03m_s60.B05,rrsplit_nomax,46,38,3349929483,1000.01,1,688113657,175.837,7637330537,7637330537,85355702
mcs30_b03m_s60.A06,mcs30_b03m_s60.B06,rrsplit_nomax,46,36,5508776594,1000.02,1,4121795291,601.229,15887291878,15887291878,12646945
mcs30_b03m_s60.A07,mcs30_b03m_s60.B07,rrsplit_nomax,44,35,3660650084,1000.02,1,215405951,46.2606,9193707341,9193707341,115582665
mcs30_b03m_s60.A08,mcs30_b03m_s60.B08,rrsplit_nomax,46,41,3226264125,1000.02,1,811578115,246.129,8255140899,8255140899,192
mcs30_b03m_s60.A09,mcs30_b03m_s60.B09,rrsplit_nomax,44,38,3291894226,1000.01,1,488090318,126.613,8277908101,8277908101,23898742
mcs30_b03m_s70.A00,mcs30_b03m_s70.B00,rrsplit_nomax,44,34,2643889446,1000.02,1,1544988088,592.771,9826632798,9826632798,17
mcs30_b03m_s70.A01,mcs30_b03m_s70.B01,rrsplit_nomax,53,45,3312722520,1000.01,1,1822808822,531.667,7967905236,7967905236,83487205
mcs30_b03m_s70.A02,mcs30_b03m_s70.B02,rrsplit_nomax,54,44,3486032223,1000.02,1,865337736,218.135,8253233949,8253233949,10600741
mcs30_b03m_s70.A03,mcs30_b03m_s70.B03,rrsplit_nomax,52,44,2775203989,1000.01,1,635816762,182.007,9199096506,9199096506,354618848
mcs30_b03m_s70.A04,mcs30_b03m_s70.B04,rrsplit_nomax,48,36,4005258785,1000.01,1,57676866,12.3766,19466656932,19466656932,865701867
