instance_a, instance_b, algo, unified_size, unified_edges, unified_nodes, unified_time, unified_aborted, unified_nodes_to_best, unified_time_to_best,unified_cut_branches, unified_bound_pruned, unified_sym_pruned
mcs30_m3Dr2_s40.A01,mcs30_m3Dr2_s40.B01,symsplit_valonly,27,31,610631395,65.5701,0,14924787,1.49417,415831264,415831264,1668789
mcs30_m3Dr2_s40.A02,mcs30_m3Dr2_s40.B02,symsplit_valonly,27,22,1619867550,172.388,0,914483184,95.9816,1085093484,1085093484,5447469
mcs30_m3Dr2_s40.A03,mcs30_m3Dr2_s40.B03,symsplit_valonly,27,28,1236254480,137.882,0,662068906,73.6907,807099154,807099154,2454462
mcs30_m3Dr2_s40.A04,mcs30_m3Dr2_s40.B04,symsplit_valonly,27,28,2218105327,236.953,0,1910716609,202.042,1498737989,1498737989,8083519
mcs30_m3Dr2_s40.A05,mcs30_m3Dr2_s40.B05,symsplit_valonly,28,29,554295364,63.0981,0,513326757,58.3071,377955390,377955390,1385603
mcs30_m3Dr2_s40.A06,mcs30_m3Dr2_s40.B06,symsplit_valonly,27,23,1579804203,177.859,0,924396588,102.683,1043041393,1043041393,6002548
mcs30_m3Dr2_s40.A07,mcs30_m3Dr2_s40.B07,symsplit_valonly,27,25,2801812392,594.943,0,1708711696,358.397,1850929221,1850929221,8061287
mcs30_m3Dr2_s40.A08,mcs30_m3Dr2_s40.B08,symsplit_valonly,27,24,894500251,98.5686,0,69221113,7.38085,594848352,594848352,2045846
mcs30_m3Dr2_s40.A09,mcs30_m3Dr2_s40.B09,symsplit_valonly,27,25,2251263735,226.331,0,2174505552,218.651,1516529327,1516529327,9211460
mcs30_m3Dr2_s70.A00,mcs30_m3Dr2_s70.B00,symsplit_valonly,41,38,9050281500,1000.01,1,1241993212,132.464,5824594657,5824594657,55279560
mcs30_m3Dr2_s70.A01,mcs30_m3Dr2_s70.B01,symsplit_valonly,42,45,9076423387,1000.01,1,118021288,12.5052,5870407733,5870407733,77214967
mcs30_m3Dr2_s70.A02,mcs30_m3Dr2_s70.B02,symsplit_valonly,42,41,8575878536,1000.02,1,3490003546,388.185,5597399352,5597399352,53567593
mcs30_m3Dr2_s70.A03,mcs30_m3Dr2_s70.B03,symsplit_valonly,42,41,7790649188,1000.02,1,406187388,53.8274,4844328623,4844328623,38397310
mcs30_m3Dr2_s70.A04,mcs30_m3Dr2_s70.B04,symsplit_valonly,42,41,9552938636,1000.02,1,829948541,86.4648,6165270168,6165270168,77849352
mcs30_m3Dr2_s70.A05,mcs30_m3Dr2_s70.B05,symsplit_valonly,42,39,9792394121,1000.02,1,1401770213,146.02,6384193378,6384193378,92353042
mcs30_m3Dr2_s70.A06,mcs30_m3Dr2_s70.B06,symsplit_valonly,42,37,8671833300,1000.02,1,3403628204,393.078,5659633834,5659633834,62756397
