instance_a, instance_b, algo, unified_size, unified_edges, unified_nodes, unified_time, unified_aborted, unified_nodes_to_best, unified_time_to_best,unified_cut_branches, unified_bound_pruned, unified_sym_pruned
mcs90_b03_s80.A03,mcs90_b03_s80.B03,dsb_never,74,110,14314365,1.65025,0,111674,0.0115462,8971619,8971619,0
mcs90_b03_s80.A04,mcs90_b03_s80.B04,dsb_never,74,110,20979510,2.4901,0,75,6.58E-05,12833695,12833695,0
mcs90_b03_s80.A05,mcs90_b03_s80.B05,dsb_never,74,110,152741603,16.951,0,101653534,11.071,91419660,91419660,0
mcs90_b03_s80.A06,mcs90_b03_s80.B06,dsb_never,74,110,50052487,5.85045,0,43414734,4.98804,31062919,31062919,0
mcs90_b03_s80.A07,mcs90_b03_s80.B07,dsb_never,74,110,1258524368,132.94,0,1251353425,132.071,785465708,785465708,0
mcs90_b03_s80.A08,mcs90_b03_s80.B08,dsb_never,74,110,550789359,57.1937,0,543044955,56.1593,339149272,339149272,0
mcs90_b03_s80.A09,mcs90_b03_s80.B09,dsb_never,74,108,109892559,15.78,0,95702764,13.6832,71416984,71416984,0
mcs90_b03_s90.A00,mcs90_b03_s90.B00,dsb_never,82,117,7044882589,947.956,0,2626913249,338.633,4253043746,4253043746,0
mcs90_b03_s90.A01,mcs90_b03_s90.B01,dsb_never,82,122,1755387689,211.11,0,83,6.69E-05,1038252996,1038252996,0
mcs90_b03_s90.A02,mcs90_b03_s90.B02,dsb_never,83,120,6491631329,776.566,0,6212440110,739.376,4072042314,4072042314,0
mcs90_b03_s90.A03,mcs90_b03_s90.B03,dsb_never,82,122,8553693129,1000.02,1,8032937134,938.862,5291495349,5291495349,0
mcs90_b03_s90.A04,mcs90_b03_s90.B04,dsb_never,77,101,8925720432,1000.02,1,7079368445,800.615,5694732239,5694732239,0
mcs90_b03_s90.A05,mcs90_b03_s90.B05,dsb_never,84,124,3895041706,453.936,0,3880854296,452.018,2366225840,2366225840,0
mcs90_b03_s90.A06,mcs90_b03_s90.B06,dsb_never,78,112,8750999331,1000.02,1,650374778,67.1756,5552822002,5552822002,0
mcs90_b03_s90.A07,mcs90_b03_s90.B07,dsb_never,78,114,9323190684,1000.01,1,3037553582,312.29,5660506726,5660506726,0
mcs90_b03_s90.A08,mcs90_b03_s90.B08,dsb_never,82,120,2773619649,357.472,0,2208526478,273.057,1757611402,1757611402,0
mcs90_b03_s90.A09,mcs90_b03_s90.B09,dsb_never,74,92,10272000607,1000.02,1,7404067074,715.812,5982566339,5982566339,0
mcs90_b03m_s10.A00,mcs90_b03m_s10.B00,dsb_never,9,13,48,3.65E-05,0,28,1.05E-05,32,32,0
mcs90_b03m_s10.A01,mcs90_b03m_s10.B01,dsb_never,8,10,167,4.76E-05,0,50,1.27E-05,113,113,0
mcs90_b03m_s10.A02,mcs90_b03m_s10.B02,dsb_never,8,8,190,5.22E-05,0,49,1.31E-05,135,135,0
mcs90_b03m_s10.A03,mcs90_b03m_s10.B03,dsb_never,8,12,74,3.62E-05,0,34,8.86E-06,53,53,0
mcs90_b03m_s10.A04,mcs90_b03m_s10.B04,dsb_never,8,12,393,7.16E-05,0,302,3.76E-05,249,249,0
mcs90_b03m_s10.A05,mcs90_b03m_s10.B05,dsb_never,9,12,37,3.48E-05,0,10,9.60E-06,27,27,0
mcs90_b03m_s10.A06,mcs90_b03m_s10.B06,dsb_never,8,12,140,4.08E-05,0,29,1.08E-05,94,94,0
mcs90_b03m_s10.A07,mcs90_b03m_s10.B07,dsb_never,8,12,95,3.93E-05,0,9,8.57E-06,68,68,0
mcs90_b03m_s10.A08,mcs90_b03m_s10.B08,dsb_never,8,10,183,6.11E-05,0,73,1.85E-05,127,127,0
mcs90_b03m_s10.A09,mcs90_b03m_s10.B09,dsb_never,8,8,380,9.73E-05,0,164,3.56E-05,250,250,0
mcs90_b03m_s100.A00,mcs90_b03m_s100.B00,dsb_never,81,102,8613371048,1000.02,1,6129386576,670.944,5325009183,5325009183,0
mcs90_b03m_s100.A01,mcs90_b03m_s100.B01,dsb_never,90,134,317507473,46.7884,0,112207,0.0151362,202991635,202991635,0
mcs90_b03m_s100.A02,mcs90_b03m_s100.B02,dsb_never,79,100,9111462922,1000.02,1,4639718044,490.215,5607632476,5607632476,0
mcs90_b03m_s100.A03,mcs90_b03m_s100.B03,dsb_never,74,76,9969126991,1000.02,1,4936853716,495.36,6433142842,6433142842,0
mcs90_b03m_s100.A04,mcs90_b03m_s100.B04,dsb_never,72,74,10781623898,1000.02,1,1968926421,116.969,7520628375,7520628375,0
mcs90_b03m_s100.A05,mcs90_b03m_s100.B05,dsb_never,91,136,3210033340,336.004,0,3128601433,323.358,2031975936,2031975936,0
mcs90_b03m_s100.A06,mcs90_b03m_s100.B06,dsb_never,75,74,9622708955,1000.02,1,9222681709,956.762,6984857770,6984857770,0
mcs90_b03m_s100.A07,mcs90_b03m_s100.B07,dsb_never,77,96,8733351519,1000.02,1,4040122781,465.776,5380818156,5380818156,0
mcs90_b03m_s100.A08,mcs90_b03m_s100.B08,dsb_never,79,89,9663816071,1000.02,1,8352642474,869.909,6008289456,6008289456,0
mcs90_b03m_s100.A09,mcs90_b03m_s100.B09,dsb_never,91,136,103528103,15.3166,0,3783833,0.506302,67416105,67416105,0
mcs90_b03m_s15.A00,mcs90_b03m_s15.B00,dsb_never,13,19,520,8.38E-05,0,164,2.43E-05,338,338,0
mcs90_b03m_s15.A01,mcs90_b03m_s15.B01,dsb_never,13,18,405,8.15E-05,0,151,2.57E-05,264,264,0
mcs90_b03m_s15.A02,mcs90_b03m_s15.B02,dsb_never,13,17,431,7.23E-05,0,217,2.88E-05,291,291,0
mcs90_b03m_s15.A03,mcs90_b03m_s15.B03,dsb_never,13,19,511,8.71E-05,0,14,9.87E-06,342,342,0
mcs90_b03m_s15.A04,mcs90_b03m_s15.B04,dsb_never,13,19,935,0.000145919,0,806,0.000101082,617,617,0
mcs90_b03m_s15.A05,mcs90_b03m_s15.B05,dsb_never,12,18,720,0.000101152,0,63,1.33E-05,471,471,0
mcs90_b03m_s15.A06,mcs90_b03m_s15.B06,dsb_never,13,18,229,6.10E-05,0,14,8.35E-06,166,166,0
mcs90_b03m_s15.A07,mcs90_b03m_s15.B07,dsb_never,13,19,216,6.14E-05,0,97,2.03E-05,145,145,0
mcs90_b03m_s15.A08,mcs90_b03m_s15.B08,dsb_never,13,19,260,5.61E-05,0,119,1.89E-05,169,169,0
mcs90_b03m_s15.A09,mcs90_b03m_s15.B09,dsb_never,13,17,545,8.66E-05,0,86,1.55E-05,360,360,0
mcs90_b03m_s20.A00,mcs90_b03m_s20.B00,dsb_never,18,27,253,7.21E-05,0,93,2.31E-05,177,177,0
