instance_a, instance_b, algo, unified_size, unified_edges, unified_nodes, unified_time, unified_aborted, unified_root_ub, unified_nodes_to_best, unified_time_to_best,unified_cut_branches, unified_bound_pruned, unified_sym_pruned, unified_conflicts,
mcs30_b09m_s35.A04,mcs30_b09m_s35.B04,dsb_always,18,31,663588295,107.945,0,35,7868882,1.21059,430739064,430739064,0,0,
mcs30_b09m_s35.A05,mcs30_b09m_s35.B05,dsb_always,19,39,249606272,41.4354,0,35,40673813,6.39529,165525077,165525077,0,0,
mcs30_b09m_s35.A06,mcs30_b09m_s35.B06,dsb_always,18,31,595830488,97.4539,0,35,188733,0.0302745,391875568,391875568,0,0,
mcs30_b09m_s35.A07,mcs30_b09m_s35.B07,dsb_always,19,41,195785231,33.61,0,35,9554839,1.54603,127632415,127632415,0,0,
mcs30_b09m_s35.A08,mcs30_b09m_s35.B08,dsb_always,19,32,217296330,36.3796,0,35,3244530,0.517533,143029981,143029981,0,0,
mcs30_b09m_s35.A09,mcs30_b09m_s35.B09,dsb_always,19,31,229236867,38.3467,0,35,30082758,4.91495,148687682,148687682,0,0,
mcs30_b09m_s40.A00,mcs30_b09m_s40.B00,dsb_always,21,30,5262786846,897.182,0,40,2233623862,370.879,3424749764,3424749764,0,0,
mcs30_b09m_s40.A01,mcs30_b09m_s40.B01,dsb_always,21,30,2561707667,432.578,0,40,44174915,7.32974,1690020497,1690020497,0,0,
mcs30_b09m_s40.A02,mcs30_b09m_s40.B02,dsb_always,20,25,6159252872,1000.02,1,40,41637756,6.77122,3943426427,3943426427,0,0,
mcs30_b09m_s40.A03,mcs30_b09m_s40.B03,dsb_always,21,35,5058085524,851.429,0,40,2073161181,340.048,3311886736,3311886736,0,0,
mcs30_b09m_s40.A04,mcs30_b09m_s40.B04,dsb_always,21,35,2891545705,497.589,0,40,304799856,49.5142,1893506243,1893506243,0,0,
mcs30_b09m_s40.A05,mcs30_b09m_s40.B05,dsb_always,20,31,6156990803,1000.02,1,40,95960814,15.0203,4006284378,4006284378,0,0,
mcs30_b09m_s40.A06,mcs30_b09m_s40.B06,dsb_always,21,29,3497570011,609.996,0,40,100507552,16.9774,2279857285,2279857285,0,0,
mcs30_b09m_s40.A07,mcs30_b09m_s40.B07,dsb_always,21,30,3484624630,582.866,0,40,194302203,31.2616,2291677132,2291677132,0,0,
mcs30_b09m_s40.A08,mcs30_b09m_s40.B08,dsb_always,21,39,3237394052,537.775,0,40,6920496,1.1437,2131773384,2131773384,0,0,
mcs30_b09m_s40.A09,mcs30_b09m_s40.B09,dsb_always,21,24,5944420353,1000.02,1,40,5020379241,840.84,3791888178,3791888178,0,0,
mcs30_b09m_s50.A00,mcs30_b09m_s50.B00,dsb_always,25,32,6202272557,1000.01,1,50,4516494300,719.805,3974209889,3974209889,0,0,
mcs30_b09m_s50.A01,mcs30_b09m_s50.B01,dsb_always,25,37,6044779890,1000.02,1,50,179753764,29.1359,3908406515,3908406515,0,0,
mcs30_b09m_s50.A02,mcs30_b09m_s50.B02,dsb_always,25,31,5968213547,1000.02,1,50,879670757,143.66,3819567049,3819567049,0,0,
mcs30_b09m_s50.A03,mcs30_b09m_s50.B03,dsb_always,25,25,6011487080,1000.02,1,50,730856627,117.586,3922257091,3922257091,0,0,
mcs30_b09m_s50.A04,mcs30_b09m_s50.B04,dsb_always,25,35,6019830481,1000.02,1,50,364410361,58.2427,3902283947,3902283947,0,0,
mcs30_b09m_s50.A05,mcs30_b09m_s50.B05,dsb_always,24,35,6201164625,1000.02,1,50,287558506,44.583,4043043543,4043043543,0,0,
mcs30_b09m_s50.A06,mcs30_b09m_s50.B06,dsb_always,24,31,6074162548,1000.02,1,50,49838270,7.76567,3915843969,3915843969,0,0,
mcs30_b09m_s50.A07,mcs30_b09m_s50.B07,dsb_always,24,29,6191978953,1000.02,1,50,192442118,30.8796,4001413530,4001413530,0,0,
mcs30_b09m_s50.A08,mcs30_b09m_s50.B08,dsb_always,25,28,5873683769,1000.02,1,50,70748534,11.271,3828156665,3828156665,0,0,
mcs30_b09m_s50.A09,mcs30_b09m_s50.B09,dsb_always,24,35,5965655168,1000.02,1,50,2744618036,450.844,3741679315,3741679315,0,0,
mcs30_b09m_s60.A00,mcs30_b09m_s60.B00,dsb_always,28,34,4604679786,1000.02,1,60,2901724005,614.528,2963155643,2963155643,0,0,
mcs30_b09m_s60.A01,mcs30_b09m_s60.B01,dsb_always,29,38,5222916035,1000.01,1,60,1871556823,350.257,3333809874,3333809874,0,0,
mcs30_b09m_s60.A02,mcs30_b09m_s60.B02,dsb_always,29,41,5753676067,1000.02,1,60,1785017187,294.483,3657440586,3657440586,0,0,
mcs30_b09m_s60.A03,mcs30_b09m_s60.B03,dsb_always,29,26,5788552959,1000.02,1,60,404572434,63.7926,3665343307,3665343307,0,0,
mcs30_b09m_s60.A04,mcs30_b09m_s60.B04,dsb_always,28,39,6697261204,1000.01,1,60,19289174,2.61095,4287783594,4287783594,0,0,
mcs30_b09m_s60.A05,mcs30_b09m_s60.B05,dsb_always,28,34,6222256204,1000.02,1,60,8621204,1.39606,3947875118,3947875118,0,0,
mcs30_b09m_s60.A06,mcs30_b09m_s60.B06,dsb_always,28,43,6211689632,1000.02,1,60,119190979,18.5479,3919856244,3919856244,0,0,
mcs30_b09m_s60.A07,mcs30_b09m_s60.B07,dsb_always,28,34,6087272143,1000.01,1,60,1412041426,227.036,3855773741,3855773741,0,0,
mcs30_b09m_s60.A08,mcs30_b09m_s60.B08,dsb_always,29,35,6154660388,1000.02,1,60,114088159,18.2649,3925117216,3925117216,0,0,
mcs30_b09m_s60.A09,mcs30_b09m_s60.B09,dsb_always,28,38,6251717651,1000.02,1,60,1439775051,223.399,4057042418,4057042418,0,0,
mcs30_b09m_s70.A00,mcs30_b09m_s70.B00,dsb_always,33,43,6250540728,1000.02,1,70,844377748,130.211,3901010014,3901010014,0,0,
mcs30_b09m_s70.A01,mcs30_b09m_s70.B01,dsb_always,32,37,6298063899,1000.02,1,70,2844895504,444.594,3902304446,3902304446,0,0,
mcs30_b09m_s70.A02,mcs30_b09m_s70.B02,dsb_always,32,38,5900333454,1000.01,1,70,217232808,32.6922,3700026179,3700026179,0,0,
mcs30_b09m_s70.A03,mcs30_b09m_s70.B03,dsb_always,32,34,6218860927,1000.02,1,70,7223214,1.06605,3972821948,3972821948,0,0,
