instance_a, instance_b, algo, unified_size, unified_edges, unified_nodes, unified_time, unified_aborted, unified_root_ub, unified_nodes_to_best, unified_time_to_best,unified_cut_branches, unified_bound_pruned, unified_sym_pruned, unified_conflicts,
mcs10_m3D_s80.A04,mcs10_m3D_s80.B04,ll_lsm,48,44,6262972491,1000.02,1,80,1429857409,225.019,4001400456,4001400456,0,2866949250,
mcs10_m3D_s80.A05,mcs10_m3D_s80.B05,ll_lsm,49,45,6074001172,1000.02,1,80,29216602,4.14067,4009955467,4009955467,0,3031315678,
mcs10_m3D_s80.A06,mcs10_m3D_s80.B06,ll_lsm,47,41,6789169867,1000.01,1,80,115960040,15.7835,4488548892,4488548892,0,3104778112,
mcs10_m3D_s80.A07,mcs10_m3D_s80.B07,ll_lsm,48,43,7462798923,1000.02,1,80,6160308413,814.406,4977097621,4977097621,0,3560983298,
mcs10_m3D_s80.A08,mcs10_m3D_s80.B08,ll_lsm,48,44,6964717128,1000.02,1,80,173386672,24.0846,4486539133,4486539133,0,3347306480,
mcs10_m3D_s80.A09,mcs10_m3D_s80.B09,ll_lsm,48,47,6548112005,1000,1,80,29099813,4.62993,4351464349,4351464349,0,3284430364,
mcs10_m3D_s90.A00,mcs10_m3D_s90.B00,ll_lsm,52,47,3527708322,1000.02,1,90,3501911859,992.902,2537565775,2537565775,0,1871615958,
mcs10_m3D_s90.A01,mcs10_m3D_s90.B01,ll_lsm,55,49,6748092719,1000.02,1,90,203107955,22.5935,4228477095,4228477095,0,2804895276,
mcs10_m3D_s90.A02,mcs10_m3D_s90.B02,ll_lsm,53,51,7011554135,1000.02,1,90,2552044527,338.656,4523912689,4523912689,0,3051769005,
mcs10_m3D_s90.A03,mcs10_m3D_s90.B03,ll_lsm,56,48,6731763051,1000.02,1,90,4064007280,580.78,4390463185,4390463185,0,3072692996,
mcs10_m3D_s90.A04,mcs10_m3D_s90.B04,ll_lsm,54,48,7012400970,1000.01,1,90,1728863595,229.257,4383723534,4383723534,0,3005302035,
mcs10_m3D_s90.A05,mcs10_m3D_s90.B05,ll_lsm,55,48,7293431230,1000.01,1,90,4886879602,651.699,4681593618,4681593618,0,3334945666,
mcs10_m3D_s90.A06,mcs10_m3D_s90.B06,ll_lsm,54,50,3281727578,1000.02,1,90,168527403,50.1283,2093952880,2093952880,0,1494369801,
mcs10_m3D_s90.A07,mcs10_m3D_s90.B07,ll_lsm,53,48,7156992983,1000,1,90,3637251845,492.978,4769368978,4769368978,0,3551719104,
mcs10_m3D_s90.A08,mcs10_m3D_s90.B08,ll_lsm,52,48,6994708010,1000.02,1,90,253486721,34.4456,4463089607,4463089607,0,3215771540,
mcs10_m3D_s90.A09,mcs10_m3D_s90.B09,ll_lsm,52,46,6574803080,1000.02,1,90,296162431,39.4158,4267165935,4267165935,0,3304912088,
mcs10_m3Dr2_s100.A00,mcs10_m3Dr2_s100.B00,ll_lsm,57,54,6402869551,1000.02,1,100,358346572,49.9735,4121770684,4121770684,0,2978411237,
mcs10_m3Dr2_s100.A01,mcs10_m3Dr2_s100.B01,ll_lsm,57,55,6242190339,1000.01,1,100,5473571263,871.793,3807000681,3807000681,0,2608542313,
