instance_a, instance_b, algo, unified_size, unified_edges, unified_nodes, unified_time, unified_aborted, unified_nodes_to_best, unified_time_to_best,unified_cut_branches, unified_bound_pruned, unified_sym_pruned
mcs10_r02_s90.A05,mcs10_r02_s90.B05,ll_lum,19,50,1955378796,1000.03,1,83881768,39.5297,1034855362,1034855362,0
mcs10_r02_s90.A06,mcs10_r02_s90.B06,ll_lum,19,52,1946050163,1000.02,1,6762906,3.12019,1033471562,1033471562,0
mcs10_r02_s90.A07,mcs10_r02_s90.B07,ll_lum,19,41,1950975612,1000.01,1,58981212,28.0575,1037810077,1037810077,0
mcs10_r02_s90.A08,mcs10_r02_s90.B08,ll_lum,19,57,1985529997,1000.01,1,599697801,285.531,1049926832,1049926832,0
mcs10_r02_s90.A09,mcs10_r02_s90.B09,ll_lum,19,43,1987071152,1000.01,1,172220521,81.4226,1055929074,1055929074,0
mcs30_b03_s100.A00,mcs30_b03_s100.B00,ll_lum,67,59,4351124825,1000.02,1,313724376,50.8337,3513565755,3513565755,0
mcs30_b03_s100.A01,mcs30_b03_s100.B01,ll_lum,62,51,9913380023,1000.02,1,9105856,1.10479,8564931299,8564931299,0
mcs30_b03_s100.A02,mcs30_b03_s100.B02,ll_lum,68,55,6401553215,1000.02,1,2690809494,403.203,5465011597,5465011597,0
mcs30_b03_s100.A03,mcs30_b03_s100.B03,ll_lum,64,51,25769133771,1000.02,1,193,7.45E-05,19648084299,19648084299,0
mcs30_b03_s100.A04,mcs30_b03_s100.B04,ll_lum,62,44,21092755362,1000.02,1,322,9.96E-05,18009506730,18009506730,0
mcs30_b03_s100.A05,mcs30_b03_s100.B05,ll_lum,59,42,24415584194,1000.01,1,60,5.85E-05,19456170955,19456170955,0
mcs30_b03_s100.A06,mcs30_b03_s100.B06,ll_lum,61,47,22543854531,1000.02,1,5142562277,205.985,18253365287,18253365287,0
mcs30_b03_s100.A07,mcs30_b03_s100.B07,ll_lum,68,57,6282845338,1000.02,1,19847940,2.54001,4709614939,4709614939,0
mcs30_b03_s100.A08,mcs30_b03_s100.B08,ll_lum,67,52,17811372670,1000.02,1,936677580,114.104,14686317855,14686317855,0
mcs30_b03_s100.A09,mcs30_b03_s100.B09,ll_lum,73,62,6490639627,1000.01,1,1703608313,256.068,4593944266,4593944266,0
mcs30_b03_s15.A00,mcs30_b03_s15.B00,ll_lum,11,10,3722,0.000448523,0,1973,0.000225979,2390,2390,0
mcs30_b03_s15.A01,mcs30_b03_s15.B01,ll_lum,12,12,725,0.000136635,0,136,2.87E-05,483,483,0
mcs30_b03_s15.A02,mcs30_b03_s15.B02,ll_lum,11,11,3026,0.000377018,0,37,1.31E-05,1936,1936,0
mcs30_b03_s15.A03,mcs30_b03_s15.B03,ll_lum,11,11,2627,0.000358951,0,13,7.15E-06,1682,1682,0
mcs30_b03_s15.A04,mcs30_b03_s15.B04,ll_lum,11,14,4704,0.000819575,0,1530,0.00016615,3197,3197,0
mcs30_b03_s15.A05,mcs30_b03_s15.B05,ll_lum,11,12,3961,0.000495097,0,31,1.21E-05,2608,2608,0
mcs30_b03_s15.A06,mcs30_b03_s15.B06,ll_lum,11,14,3404,0.000713355,0,12,1.01E-05,2221,2221,0
mcs30_b03_s15.A07,mcs30_b03_s15.B07,ll_lum,12,11,4489,0.000410069,0,3978,0.000314955,2990,2990,0
mcs30_b03_s15.A08,mcs30_b03_s15.B08,ll_lum,11,9,3616,0.000424128,0,335,4.25E-05,2402,2402,0
mcs30_b03_s15.A09,mcs30_b03_s15.B09,ll_lum,12,11,3026,0.000365239,0,2583,0.000265749,1958,1958,0
mcs30_b03_s20.A00,mcs30_b03_s20.B00,ll_lum,15,13,30452,0.00321955,0,22197,0.00222144,20111,20111,0
mcs30_b03_s20.A01,mcs30_b03_s20.B01,ll_lum,15,13,18678,0.00233271,0,1528,0.000164827,12292,12292,0
mcs30_b03_s20.A02,mcs30_b03_s20.B02,ll_lum,15,15,32197,0.00426129,0,649,9.32E-05,20870,20870,0
mcs30_b03_s20.A03,mcs30_b03_s20.B03,ll_lum,15,15,31774,0.0037134,0,10474,0.00112574,20427,20427,0
mcs30_b03_s20.A04,mcs30_b03_s20.B04,ll_lum,15,11,29462,0.00333767,0,18796,0.0019312,19495,19495,0
mcs30_b03_s20.A05,mcs30_b03_s20.B05,ll_lum,15,13,30370,0.00342986,0,1485,0.0001458,20893,20893,0
mcs30_b03_s20.A06,mcs30_b03_s20.B06,ll_lum,15,17,12261,0.00157008,0,36,1.24E-05,7992,7992,0
mcs30_b03_s20.A07,mcs30_b03_s20.B07,ll_lum,16,18,17437,0.00216584,0,15611,0.00191155,11310,11310,0
mcs30_b03_s20.A08,mcs30_b03_s20.B08,ll_lum,16,15,12066,0.0013976,0,10111,0.00112802,7854,7854,0
mcs30_b03_s20.A09,mcs30_b03_s20.B09,ll_lum,15,14,20245,0.0025343,0,83,1.81E-05,13082,13082,0
mcs30_b03_s25.A00,mcs30_b03_s25.B00,ll_lum,19,14,128607,0.0154623,0,29888,0.00322075,92914,92914,0
mcs30_b03_s25.A01,mcs30_b03_s25.B01,ll_lum,20,20,52650,0.00685808,0,5014,0.0005853,34697,34697,0
mcs30_b03_s25.A02,mcs30_b03_s25.B02,ll_lum,19,17,386380,0.0419515,0,92988,0.00863356,275180,275180,0
mcs30_b03_s25.A03,mcs30_b03_s25.B03,ll_lum,20,16,159005,0.0184164,0,156811,0.0181236,101638,101638,0
mcs30_b03_s25.A04,mcs30_b03_s25.B04,ll_lum,20,14,38934,0.00495087,0,26671,0.00322145,25867,25867,0
mcs30_b03_s25.A05,mcs30_b03_s25.B05,ll_lum,19,17,256559,0.0289961,0,37527,0.00409123,179867,179867,0
mcs30_b03_s25.A06,mcs30_b03_s25.B06,ll_lum,19,19,277287,0.0304843,0,4676,0.000448783,194539,194539,0
mcs30_b03_s25.A07,mcs30_b03_s25.B07,ll_lum,19,16,284035,0.0332547,0,15706,0.00183895,195311,195311,0
mcs30_b03_s25.A08,mcs30_b03_s25.B08,ll_lum,19,18,188002,0.0225538,0,55237,0.0063298,124197,124197,0
mcs30_b03_s25.A09,mcs30_b03_s25.B09,ll_lum,19,17,140889,0.0166825,0,13988,0.00177148,96689,96689,0
mcs30_b03_s30.A00,mcs30_b03_s30.B00,ll_lum,23,21,848419,0.106319,0,214484,0.0247414,597113,597113,0
mcs30_b03_s30.A01,mcs30_b03_s30.B01,ll_lum,23,22,1127718,0.140712,0,60140,0.00632385,755675,755675,0
mcs30_b03_s30.A02,mcs30_b03_s30.B02,ll_lum,23,22,3245900,0.417436,0,2686041,0.343147,2106467,2106467,0
mcs30_b03_s30.A03,mcs30_b03_s30.B03,ll_lum,24,17,1171194,0.14304,0,1146335,0.139682,772267,772267,0
mcs30_b03_s30.A04,mcs30_b03_s30.B04,ll_lum,24,21,426902,0.0561773,0,356369,0.046055,284453,284453,0
