instance_a, instance_b, algo, unified_size, unified_edges, unified_nodes, unified_time, unified_aborted, unified_root_ub, unified_nodes_to_best, unified_time_to_best,unified_cut_branches, unified_bound_pruned, unified_sym_pruned, unified_conflicts,
mcs30_m4Dr2_s70.A03,mcs30_m4Dr2_s70.B03,symsplit_varonly,48,38,10471215566,1000.02,1,70,2973988375,278.183,7243422629,7243422629,139428872,0,
mcs30_m4Dr2_s70.A04,mcs30_m4Dr2_s70.B04,symsplit_varonly,49,39,9546981377,1000.02,1,70,2573090835,264.611,6299597920,6299597920,114961843,0,
mcs30_m4Dr2_s70.A05,mcs30_m4Dr2_s70.B05,symsplit_varonly,48,42,10627885255,1000.02,1,70,6617288271,610.639,7029958268,7029958268,191402397,0,
mcs30_m4Dr2_s70.A06,mcs30_m4Dr2_s70.B06,symsplit_varonly,47,44,6062639086,1000.02,1,70,3562361990,571.076,3937664546,3937664546,32561854,0,
mcs30_m4Dr2_s70.A07,mcs30_m4Dr2_s70.B07,symsplit_varonly,49,41,11431022897,1000.02,1,70,360921576,29.3895,7399567390,7399567390,150386605,0,
mcs30_m4Dr2_s70.A08,mcs30_m4Dr2_s70.B08,symsplit_varonly,48,41,8555595390,1000.02,1,70,3446759714,387.179,5618507973,5618507973,130643643,0,
mcs30_m4Dr2_s70.A09,mcs30_m4Dr2_s70.B09,symsplit_varonly,48,43,8668150837,1000.02,1,70,571197414,64.8461,6180640995,6180640995,157728412,0,
mcs30_m4Dr2_s80.A00,mcs30_m4Dr2_s80.B00,symsplit_varonly,57,55,9331622038,1000.02,1,80,2581081032,280.556,5929478495,5929478495,349256868,0,
mcs30_m4Dr2_s80.A01,mcs30_m4Dr2_s80.B01,symsplit_varonly,53,45,10129789471,1000,1,80,3021099172,283.786,6516331469,6516331469,498503010,0,
mcs30_m4Dr2_s80.A02,mcs30_m4Dr2_s80.B02,symsplit_varonly,53,44,9792260401,1000,1,80,6274602440,632.145,7238285733,7238285733,242362702,0,
mcs30_m4Dr2_s80.A03,mcs30_m4Dr2_s80.B03,symsplit_varonly,56,47,9454605735,1000.02,1,80,8737765872,930.002,6363133191,6363133191,162094032,0,
mcs30_m4Dr2_s80.A04,mcs30_m4Dr2_s80.B04,symsplit_varonly,54,46,11451493364,1000.02,1,80,6551161602,563.363,7496283822,7496283822,242907444,0,
mcs30_m4Dr2_s80.A05,mcs30_m4Dr2_s80.B05,symsplit_varonly,56,57,10614056805,1000.02,1,80,612961966,54.7498,6865301612,6865301612,352363968,0,
mcs30_m4Dr2_s80.A06,mcs30_m4Dr2_s80.B06,symsplit_varonly,55,46,12571639494,1000.01,1,80,6570055998,506.879,8240299519,8240299519,211712383,0,
mcs30_m4Dr2_s80.A07,mcs30_m4Dr2_s80.B07,symsplit_varonly,54,47,10410105384,1000.02,1,80,49929764,2.43659,6976208779,6976208779,72688960,0,
mcs30_m4Dr2_s80.A08,mcs30_m4Dr2_s80.B08,symsplit_varonly,56,49,10451492785,1000.01,1,80,6189977470,583.919,7380255731,7380255731,159951695,0,
mcs30_m4Dr2_s80.A09,mcs30_m4Dr2_s80.B09,symsplit_varonly,53,45,11728758857,1000.02,1,80,3791606146,293.851,7928585241,7928585241,201815356,0,
mcs30_m4Dr2_s90.A00,mcs30_m4Dr2_s90.B00,symsplit_varonly,60,55,11452477203,1000.02,1,90,805804742,70.6155,7623181553,7623181553,311603012,0,
mcs30_m4Dr2_s90.A01,mcs30_m4Dr2_s90.B01,symsplit_varonly,63,51,10836841122,1000.02,1,90,1565057145,135.45,6969395500,6969395500,190431567,0,
mcs30_m4Dr2_s90.A02,mcs30_m4Dr2_s90.B02,symsplit_varonly,62,51,9442495843,1000.02,1,90,3672668307,385.672,6128367008,6128367008,186162731,0,
mcs30_m4Dr2_s90.A03,mcs30_m4Dr2_s90.B03,symsplit_varonly,62,61,10706740819,1000.02,1,90,5695854576,523.764,7095524497,7095524497,200386615,0,
mcs30_m4Dr2_s90.A04,mcs30_m4Dr2_s90.B04,symsplit_varonly,61,50,10779340312,1000.01,1,90,53140628,4.33327,7208665191,7208665191,198522046,0,
mcs30_m4Dr2_s90.A05,mcs30_m4Dr2_s90.B05,symsplit_varonly,60,52,13194123450,1000.02,1,90,1609755894,97.0077,8713971436,8713971436,520751603,0,
mcs30_m4Dr2_s90.A06,mcs30_m4Dr2_s90.B06,symsplit_varonly,61,54,10665350129,1000.02,1,90,617150349,60.775,7063167060,7063167060,398335228,0,
mcs30_m4Dr2_s90.A07,mcs30_m4Dr2_s90.B07,symsplit_varonly,63,50,10264433203,1000.02,1,90,357932242,34.3021,7182429030,7182429030,123255644,0,
mcs30_m4Dr2_s90.A08,mcs30_m4Dr2_s90.B08,symsplit_varonly,62,59,12242934902,1000.02,1,90,11456588478,931.7,8362555279,8362555279,457008025,0,
mcs30_m4Dr2_s90.A09,mcs30_m4Dr2_s90.B09,symsplit_varonly,62,55,9892383828,1000.02,1,90,4380330331,431.157,6265376261,6265376261,142350644,0,
mcs30_m4Dr4_s50.A00,mcs30_m4Dr4_s50.B00,symsplit_varonly,35,35,10009399092,1000.02,1,50,365583897,36.9721,6912157236,6912157236,58295773,0,
